scientific,common_name,commercial_group_id,woo,x_min,y_min,commercial_group,functional_group,y_max,k,tl,taxon_level_id,min_depth,scientific_name,has_map,taxon_group_id,max_depth,lat_south,sl_max_cm,functional_group_id,is_baltic_only,has_habitat_index,taxon_key,isscaap_id,x_max,loo,lat_north,coral,abyssal,shelf,offshore,seamount,others,seagrass,slope,habitat_diversity_index,offshore_back,inshore,effective_d,estuaries
Sphyrna gilberti
Sphyrna vespertina,Bonnethead,9,7483.0,,,Sharks & rays,Large sharks (>=90 cm),,0.26,3.88,6,10,Sphyrna tiburo,True,1,80,-36,123.0,20,False,True,600915,38,,123.0,45,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.8,NA,0.75,100.0,0.5
Sphyrna nana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphyrna mukaran,Great hammerhead,9,664206.0,,,Sharks & rays,Large sharks (>=90 cm),,0.06,4.32,6,1,Sphyrna mokarran,True,1,9999,-37,500.0,20,False,True,600914,38,,500.2,45,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,60.4,0.0
Chrysoblephus puniceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysoblephus cristiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysoblephus lophus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus ruber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus rupestris,Rock flagtail,3,660.0,,,Perch-likes,Medium benthopelagics (30 - 89 cm),,0.19,3.22,6,1,Kuhlia rupestris,True,1,25,-90,37.0,14,False,True,607715,33,,36.9,90,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,NA,0.75,28.2,1.0
Centropomus sandat,Pike-perch,3,7910.0,,,Perch-likes,Large pelagics (>=90 cm),,0.1,4.3,6,2,Sander lucioperca,True,1,9999,36,100.0,3,True,True,600360,13,,90.0,67,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.25,30.4,0.75
Centropomus arabicus
Centropomus ensiferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus rubens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus unionensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus parallelus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus mexicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus mullus,European seabass,3,3780.0,-14,27,Perch-likes,Large demersals (>=90 cm),65,0.19,3.8,6,10,Dicentrarchus labrax,True,1,100,11,92.0,6,False,True,600063,33,45,70.0,72,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Naso vlamingii,Bignose unicornfish,3,2338.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.26,2.16,6,1,Naso vlamingii,False,1,50,-30,45.0,17,False,True,606024,33,,44.84,30,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.6,NA,0.5,64.3,0.0
Cyclopsetta querna,Toothed flounder,7,432.0,,,Flatfishes,Small to medium flatfishes (<90 cm),,0.4,3.97,6,1,Cyclopsetta querna,True,1,30,-15,32.0,23,False,True,613954,31,,31.98,32,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.6,0.5
Crenidens crenidens,Karenteen seabream,3,279.0,,,Perch-likes,Small demersals (<30 cm),,0.26,2.8,6,1,Crenidens crenidens,False,1,21,-34,25.0,4,False,True,607931,33,,24.6,34,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Citharus linguatula,Spotted flounder,7,131.0,,,Flatfishes,Small to medium flatfishes (<90 cm),,0.36,3.97,6,1,Citharus linguatula,False,1,300,-23,26.0,23,False,True,604943,31,,26.0,47,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Carcharhinus sorrah,Spottail shark,9,16653.0,28,-32,Sharks & rays,Large sharks (>=90 cm),34,0.34,4.15,6,1,Carcharhinus sorrah,False,1,140,-31,131.0,20,False,True,600884,38,180,131.2,31,0.75,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.4,NA,0.75,45.3,0.0
Microchirus hispidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microchirus theophila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microchirus boscanion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microchirus hexophthalmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus rhodurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus masou formosanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus gilae apache,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus nerka kawamurae
Oncorhynchus masu
Oncorhynchus milktschutsch,Coho salmon,6,,,,"Salmon, smelts, etc",Large demersals (>=90 cm),,0.1,4.25,6,1,Oncorhynchus kisutch,True,1,250,22,97.0,6,False,True,600245,23,,96.83,72,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Oncorhynchus myskis,Rainbow trout,6,368.0,,,"Salmon, smelts, etc",Large benthopelagics (>=90 cm),,1.0,4.08,6,1,Oncorhynchus mykiss,True,1,200,-32,110.0,15,False,True,600239,23,,33.0,67,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,36.1,0.5
Oncorhynchus gilae gilae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohemiodon laminus
Pseudohemiodon thorectes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohemiodon apithanos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Auxis vulgaris,Bullet tuna,4,1209.0,-180,-52,Tuna & billfishes,Medium pelagics (30 - 89 cm),50,0.35,4.13,6,10,Auxis rochei,True,1,1000,-51,47.0,2,False,True,600093,36,180,46.85,61,0.0,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.2,NA,0.75,1.0,0.0
Conger myriaster,Whitespotted conger,12,737.0,122,24,Other fishes & inverts,Medium demersals (30 - 89 cm),32,0.15,3.98,6,320,Conger myriaster,True,1,830,19,82.0,5,False,True,600302,34,130,82.0,46,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.2,NA,0.5,1.0,0.0
Epinephelus malabaricus,Malabar grouper,3,122269.0,,,Perch-likes,Large reef assoc. fish (>=90 cm),,0.8,3.96,6,1,Epinephelus malabaricus,True,1,150,-32,197.0,18,False,True,606439,33,,196.88,30,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.8,NA,0.5,100.0,0.5
Thalassoma pavo,Ornate wrasse,3,166.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.27,3.5,6,1,Thalassoma pavo,False,1,150,-20,25.0,16,False,True,602500,33,,25.0,45,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.4,NA,0.5,30.4,0.0
Amphiarius phrygiatus,Kukwari sea catfish,12,99.0,,,Other fishes & inverts,Small demersals (<30 cm),,0.32,3.5,6,1,Amphiarius phrygiatus,False,1,94,-30,25.0,4,False,True,600954,33,,24.6,15,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.75
Chromis ternatensis,Ternate chromis,3,13.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.65,3.4,6,2,Chromis ternatensis,False,1,36,-35,8.0,16,False,True,605677,39,,8.01,35,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.75,50.0,0.25
Bagre bagre,Coco sea catfish,12,658.0,,,Other fishes & inverts,Medium demersals (30 - 89 cm),,0.16,4.0,6,1,Bagre bagre,True,1,50,-30,45.0,5,False,True,600958,33,,45.1,15,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.75,29.0,0.75
Engraulis capensis
Carangoides coeruleopinnatus,Coastal trevally,3,746.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.48,4.44,6,10,Carangoides coeruleopinnatus,False,1,25,-36,34.0,17,False,True,601924,37,,33.62,42,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.5,60.5,0.0
Mola lanceolatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mola sandkhol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mola rotunda,Ocean sunfish,12,560941.0,,,Other fishes & inverts,Large pelagics (>=90 cm),,,3.71,6,30,Mola mola,False,1,9999,-65,280.0,3,False,True,601732,39,,279.68,75,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Mola ramsayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conger cinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius festinus
Arius nella
Arius verrucosus
Arius albicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius platypogon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius uncinatus
Arius nudidens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius utarus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius carinatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius nelsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius insculptus
Arius madagascariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius melanochir
Arius melanopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetodon lineolatus,Lined butterflyfish,3,301.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.63,3.34,6,2,Chaetodon lineolatus,False,1,171,-28,25.0,16,False,True,605564,39,,25.18,30,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,NA,0.5,1.0,0.0
Helicolenus dactylopterus,Blackbelly rosefish,8,975.0,-105,-42,Scorpionfishes,Medium bathydemersals (30 - 89 cm),71,0.11,3.54,6,50,Helicolenus dactylopterus,True,1,1100,-46,39.0,11,False,True,600076,33,43,39.49,70,0.0,0.0,0.75,0.0,0.5,0.5,0.0,0.25,0.4,NA,0.5,28.2,0.0
Plectorhinchus gaterinus,Blackspotted rubberlips,3,1032.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.22,3.99,6,10,Plectorhinchus gaterinus,False,1,30,-35,43.0,17,False,True,607703,33,,42.69,31,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.8,NA,0.75,86.0,0.5
Cephalopholis hemistiktos,Yellowfin hind,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.11,4.14,6,4,Cephalopholis hemistiktos,False,1,55,10,30.0,17,False,True,606447,33,,29.58,33,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.0
Diastobranchus capensis,Basketwork eel,12,4081.0,,,Other fishes & inverts,Large bathydemersals (>=90 cm),,,3.99,6,183,Diastobranchus capensis,False,1,2000,-50,148.0,12,False,True,606957,39,,147.6,5,0.0,0.5,0.5,0.75,0.5,0.5,0.0,0.5,0.4,NA,0.0,57.8,0.0
Seriolella punctata,Silver warehou,3,2663.0,,,Perch-likes,Medium benthopelagics (30 - 89 cm),,0.37,3.4,6,27,Seriolella punctata,True,1,650,-47,54.0,14,False,True,612922,34,,54.12,-33,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4,NA,0.5,30.4,0.5
Chaetodon bennetti,Bluelashed butterflyfish,3,97.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.92,3.34,6,1,Chaetodon bennetti,False,1,30,-28,17.0,16,False,True,605559,39,,16.6,28,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Rachycentron canadum,Cobia,3,53222.0,-148,-39,Perch-likes,Large pelagics (>=90 cm),48,0.31,3.96,6,1,Rachycentron canadum,True,1,1200,-37,178.0,3,False,True,603542,39,180,177.97,47,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,100.0,0.5
Plectroglyphidodon leucozonus,Singlebar devil,3,18.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.58,2.0,6,1,Plectroglyphidodon leucozonus,False,1,6,-30,10.0,16,False,True,605713,39,,9.57,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Polynemus taeniatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus sextarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus senarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus californiensis,Blue bobo,3,231.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.64,3.59,6,1,Polydactylus approximans,False,1,30,-12,30.0,5,False,True,603680,33,,29.52,37,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.75
Polynemus sexifilis,Sixfinger threadfin,3,,,,Perch-likes,Medium demersals (30 - 89 cm),,0.4,3.43,6,1,Polydactylus sexfilis,False,1,50,-23,46.0,5,False,True,606416,33,,45.73,34,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.2,0.75
Polynemus heptadactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus bidentatus
Polynemus sextarius mullani
Polynemus tridactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus melanochir dulcis
Polynemus sheridani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus melanopoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus tetradactylus,Fourfinger threadfin,3,31646.0,25,-31,Perch-likes,Large demersals (>=90 cm),29,0.13,4.06,6,1,Eleutheronema tetradactylum,False,1,23,-29,164.0,6,False,True,600340,33,180,164.0,26,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.75,100.0,0.5
Polynemus hornadayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus quatordecimfilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion rubescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion schmidti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion natalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion inosimae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion microcephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muraenesox yamaguchiensis
Muraenesox coniceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muraenesox bagio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merluccius australis,Southern hake,5,23781.0,,,Cod-likes,Large benthopelagics (>=90 cm),,0.2,4.45,6,28,Merluccius australis,True,1,1000,-59,155.0,15,False,True,600322,32,,155.0,-33,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,NA,0.0,1.0,0.0
Phycis punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycis cirratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycis tenuis,White hake,5,12694.0,-76,37,Cod-likes,Large demersals (>=90 cm),65,0.15,4.27,6,180,Urophycis tenuis,True,1,1000,27,115.0,6,False,True,600313,32,-17,114.51,64,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Phycis marginatus,Red hake,5,,-77,34,Cod-likes,Medium demersals (30 - 89 cm),49,0.19,3.72,6,35,Urophycis chuss,True,1,1152,34,57.0,5,False,True,600312,32,-52,57.35,49,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Phycis macrophthalmus,Spanish ling,5,1777.0,,,Cod-likes,Medium demersals (30 - 89 cm),,0.12,4.5,6,30,Molva macrophthalma,False,1,754,35,89.0,5,False,True,601733,32,,88.56,61,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.75,0.2,NA,0.0,1.0,0.0
Phycis yarrellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gazza achlamys,Smalltoothed ponyfish,3,50.0,,,Perch-likes,Small demersals (<30 cm),,0.87,3.7,6,1,Gazza achlamys,False,1,20,-12,14.0,4,False,True,605797,33,,13.94,19,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Salilota australis,Tadpole codling,5,622.0,-87,-56,Cod-likes,Medium demersals (30 - 89 cm),-39,0.13,4.41,6,30,Salilota australis,True,1,1000,-59,44.0,5,False,True,600306,32,160,44.0,-41,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,NA,0.0,1.0,0.0
Gymnocranius euanus,Japanese largeeye bream,3,913.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.23,3.8,6,15,Gymnocranius euanus,False,1,50,-25,38.0,17,False,True,601837,33,,37.79,35,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.0
Trachurus mediterraneus,Mediterranean horse mackerel,3,275.0,-16,27,Perch-likes,Medium pelagics (30 - 89 cm),48,0.32,3.77,6,1,Trachurus mediterraneus,True,1,9999,20,57.0,2,False,True,601278,37,45,33.0,47,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Rastrelliger brachysoma,Short mackerel,3,136.0,,,Perch-likes,Medium pelagics (30 - 89 cm),,1.42,2.72,6,15,Rastrelliger brachysoma,True,1,200,-20,33.0,2,False,True,600109,36,,22.0,20,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.75,28.5,0.75
Beryx decadactylus,Alfonsino,12,11635.0,,,Other fishes & inverts,Medium bathydemersals (30 - 89 cm),,0.1,4.13,6,110,Beryx decadactylus,True,1,1000,-56,83.0,11,False,True,601319,39,,82.69,80,0.0,0.0,0.25,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.0,30.4,0.0
Lampris regius,Opah,12,,,,Other fishes & inverts,Large bathypelagics (>=90 cm),,,4.22,6,100,Lampris guttatus,True,1,400,-45,160.0,9,False,True,601072,39,,159.6,70,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
