scientific,common_name,commercial_group_id,woo,x_min,y_min,commercial_group,functional_group,y_max,k,tl,taxon_level_id,min_depth,scientific_name,has_map,taxon_group_id,max_depth,lat_south,sl_max_cm,functional_group_id,is_baltic_only,has_habitat_index,taxon_key,isscaap_id,x_max,loo,lat_north,coral,abyssal,shelf,offshore,seamount,others,seagrass,slope,habitat_diversity_index,offshore_back,inshore,effective_d,estuaries
Scorpaena scrofa,Red scorpionfish,8,863.0,-29,-40,Scorpionfishes,Medium demersals (30 - 89 cm),65,0.08,4.25,6,20,Scorpaena scrofa,True,1,500,-35,40.0,5,False,True,601759,34,52,40.11,60,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.0
Myrichthys colubrinus,Harlequin snake eel,12,915.0,,,Other fishes & inverts,Large reef assoc. fish (>=90 cm),,0.23,3.56,6,1,Myrichthys colubrinus,True,1,15,-30,97.0,18,False,True,608053,39,,97.0,30,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.4,NA,0.5,30.4,0.0
Chionodraco rastrospinosus,Ocellated icefish,3,1240.0,-75,-73,Perch-likes,Medium benthopelagics (30 - 89 cm),-60,0.25,3.85,6,1,Chionodraco rastrospinosus,True,1,1000,-72,43.0,14,False,True,600476,34,35,42.64,-61,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Isopisthus remifer,Silver weakfish,3,221.0,,,Perch-likes,Medium benthopelagics (30 - 89 cm),,0.49,4.2,6,1,Isopisthus remifer,True,1,45,-20,30.0,14,False,True,614018,33,,29.52,25,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.5
Symphurus atramentatus,Inkspot tonguefish,7,44.0,,,Flatfishes,Small to medium flatfishes (<90 cm),,0.43,3.5,6,1,Symphurus atramentatus,True,1,200,-8,14.0,23,False,True,613632,31,,14.4,33,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Paradiplospinus gracilis,Slender escolar,3,182.0,,,Perch-likes,Medium benthopelagics (30 - 89 cm),,0.29,4.5,6,368,Paradiplospinus gracilis,False,1,626,-30,52.0,14,False,True,607117,37,,52.0,-16,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.0,1.0,0.0
Plesiops corallicola,Bluegill longfin,3,23.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.4,3.72,6,1,Plesiops corallicola,True,1,23,-24,15.0,16,False,True,614983,33,,14.62,32,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.0
Cephalopholis aurantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudupeneus maculatus,Spotted goatfish,3,219.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.4,3.65,6,1,Pseudupeneus maculatus,False,1,90,-23,25.0,17,False,True,601094,33,,24.6,40,0.5,0.0,0.5,0.0,0.0,0.75,0.75,0.0,0.6,NA,0.75,50.0,0.0
Paristiopterus labiosus,Giant boarfish,3,6576.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.18,3.33,6,20,Paristiopterus labiosus,False,1,170,-45,82.0,5,False,True,612354,39,,82.0,-28,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Labroides dimidiatus,Bluestreak cleaner wrasse,3,10.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.56,3.46,6,1,Labroides dimidiatus,False,1,40,-30,12.0,16,False,True,605459,33,,11.67,30,0.75,0.0,0.5,0.0,0.0,0.5,0.25,0.0,0.6,NA,0.5,50.0,0.0
Lethrinus atkinsoni,Pacific yellowtail emperor,3,1212.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.3,3.79,6,1,Lethrinus atkinsoni,False,1,30,-25,43.0,17,False,True,601854,33,,43.1,28,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.5,62.8,0.0
Hyporthodus octofasciatus,Eightbar grouper,3,17848.0,,,Perch-likes,Large bathydemersals (>=90 cm),,0.11,4.03,6,150,Hyporthodus octofasciatus,False,1,300,-39,103.0,12,False,True,607355,33,,103.2,44,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4,NA,0.0,32.6,0.0
Thunnus maccoyii,Southern bluefin tuna,4,182882.0,,,Tuna & billfishes,Large pelagics (>=90 cm),,0.14,3.87,6,50,Thunnus maccoyii,True,1,9999,-60,233.0,3,False,True,600145,36,,233.49,-10,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.4,NA,0.5,60.4,0.0
Austroglossus pectoralis,Mud sole,7,976.0,10,-36,Flatfishes,Small to medium flatfishes (<90 cm),-16,0.36,4.03,6,10,Austroglossus pectoralis,False,1,400,-35,54.0,23,False,True,600528,31,52,53.7,-17,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Pollachius pollachius,Pollack,5,14997.0,-28,43,Cod-likes,Large benthopelagics (>=90 cm),73,0.19,4.32,6,1,Pollachius pollachius,True,1,200,36,115.0,15,False,True,600034,32,36,114.92,72,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,37.9,0.5
Neoniphon opercularis,Black squirrelfish,12,,,,Other fishes & inverts,Medium reef assoc. fish (30 - 89 cm),,0.58,3.55,6,20,Neoniphon opercularis,False,1,100,-24,30.0,17,False,True,606582,33,,30.06,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.0
Etelis coruscans,Deepwater longtail red snapper,3,6912.0,,,Perch-likes,Large bathydemersals (>=90 cm),,0.19,4.42,6,90,Etelis coruscans,True,1,400,-27,98.0,12,False,True,601385,33,,98.4,35,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.5,30.4,0.0
Acanthistius brasilianus,Argentine seabass,3,1012.0,-69,-48,Perch-likes,Medium benthopelagics (30 - 89 cm),-29,0.19,4.01,6,30,Acanthistius brasilianus,True,1,50,-47,49.0,14,False,True,600351,33,-49,49.2,-30,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Amphichthys cryptocentrus,Bocon toadfish,12,520.0,,,Other fishes & inverts,Medium demersals (30 - 89 cm),,0.25,3.8,6,1,Amphichthys cryptocentrus,False,1,70,-90,36.0,5,False,True,600967,33,,35.59,90,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.4,NA,0.5,28.2,0.0
Stethojulis bandanensis,Red shoulder wrasse,3,22.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.53,3.21,6,3,Stethojulis bandanensis,False,1,30,-32,13.0,16,False,True,605640,33,,13.12,30,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.75,50.0,0.0
Sardinops sagax,Pacific sardine,2,117.0,-180,-47,Herring-likes,Medium pelagics (30 - 89 cm),64,0.47,2.84,6,1,Sardinops sagax,True,1,200,-49,40.0,2,False,True,601477,35,180,22.0,61,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.5
Notorynchus cepedianus,Broadnose sevengill shark,9,,-144,-54,Sharks & rays,Large sharks (>=90 cm),57,,4.68,6,1,Notorynchus cepedianus,True,1,570,-52,246.0,20,False,True,602531,38,180,246.0,59,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,60.4,0.5
Cheilinus bimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilinus lunulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilinus hexataenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilinus quinquecinctus,Redbreasted wrasse,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.18,3.37,6,4,Cheilinus fasciatus,False,1,60,-23,40.0,17,False,True,605600,33,,40.0,30,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.5,61.1,0.0
Cheilinus mentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilinus nigropinnatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilinus sanguineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheilinus trilobus,Tripletail wrasse,3,833.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,3.88,6,1,Cheilinus trilobatus,True,1,30,-30,38.0,17,False,True,605603,33,,37.58,30,0.75,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,NA,0.5,61.1,0.0
Cheilinus inermis,Cigar wrasse,3,703.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.14,4.04,6,1,Cheilio inermis,False,1,30,-30,50.0,17,False,True,605623,33,,50.0,30,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.75,70.0,0.0
Cheilinus punctulatus,Floral wrasse,3,432.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,3.42,6,1,Cheilinus chlorourus,False,1,30,-30,34.0,17,False,True,605598,33,,34.23,30,0.5,0.0,0.5,0.0,0.0,0.5,0.25,0.0,0.6,NA,0.75,60.5,0.0
Cheilio inermis,Cigar wrasse,3,703.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.14,4.04,6,1,Cheilio inermis,False,1,30,-30,50.0,17,False,True,605623,33,,50.0,30,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.75,70.0,0.0
Notoscopelus elongatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notoscopelus japonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notoscopelus caudispinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lethrinus nebulosus,Spangled emperor,3,2643.0,4,-35,Perch-likes,Medium demersals (30 - 89 cm),39,0.22,3.76,6,10,Lethrinus nebulosus,False,1,75,-32,71.0,5,False,True,601846,33,180,56.0,36,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.8,NA,0.5,100.0,0.5
Stephanolepis cirrhifer,Thread-sail filefish,12,231.0,113,20,Other fishes & inverts,Small demersals (<30 cm),33,0.26,2.84,6,10,Stephanolepis cirrhifer,True,1,50,23,24.0,4,False,True,600531,39,127,24.27,32,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Haemulon flavolineatum,French grunt,3,203.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.25,3.46,6,1,Haemulon flavolineatum,True,1,60,-33,25.0,16,False,True,601135,33,,24.6,34,0.75,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.4,NA,0.75,30.4,0.0
Brevoortia patronus,Gulf menhaden,2,620.0,-99,17,Herring-likes,Medium pelagics (30 - 89 cm),32,0.41,2.19,6,1,Brevoortia patronus,True,1,50,18,35.0,2,False,True,601589,35,-80,35.0,31,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.75,28.2,0.5
Chloroscombrus orqueta,Pacific bumper,3,141.0,-127,-61,Perch-likes,Small demersals (<30 cm),45,0.63,2.54,6,1,Chloroscombrus orqueta,False,1,60,-18,25.0,4,False,True,601937,37,-63,24.6,33,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Carcharhinus galapagensis,Galapagos shark,9,,,,Sharks & rays,Large sharks (>=90 cm),,0.08,4.23,6,1,Carcharhinus galapagensis,True,1,286,-41,303.0,20,False,True,600870,38,,303.4,36,0.5,0.0,0.5,0.5,0.25,0.5,0.0,0.25,0.6,NA,0.5,100.0,0.0
Lates calcarifer,Barramundi,3,42832.0,44,-29,Perch-likes,Large demersals (>=90 cm),38,0.12,4.35,6,10,Lates calcarifer,True,1,40,-26,162.0,6,False,True,600346,33,180,161.88,49,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.8,NA,0.5,100.0,0.5
Plectorhinchus schotaf,Minstrel sweetlip,3,3887.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.14,3.82,6,1,Plectorhinchus schotaf,False,1,80,-30,66.0,17,False,True,607706,33,,66.23,31,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.8,NA,0.5,100.0,0.5
Thyrsitops lepidopoides,White snake mackerel,3,445.0,-114,-44,Perch-likes,Medium benthopelagics (30 - 89 cm),-14,0.37,3.86,6,30,Thyrsitops lepidopoides,True,1,350,-43,40.0,14,False,True,600490,37,-26,40.0,-15,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Semicossyphus pulcher,California sheephead,3,,-121,23,Perch-likes,Medium reef assoc. fish (30 - 89 cm),36,0.1,3.56,6,1,Semicossyphus pulcher,False,1,55,23,76.0,17,False,True,603671,33,-106,75.65,37,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Trachinotus goodei,Great pompano,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.4,4.34,6,1,Trachinotus goodei,True,1,12,-37,41.0,17,False,True,601011,37,,41.0,43,0.75,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,NA,0.5,1.0,0.0
Dussumieria acuta,Rainbow sardine,2,66.0,44,-11,Herring-likes,Small pelagics (<30 cm),32,1.0,3.4,6,10,Dussumieria acuta,True,1,20,-7,20.0,1,False,True,601453,35,131,20.0,31,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.0
Acanthurus dussumieri,Eyestripe surgeonfish,3,1871.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.3,2.02,6,4,Acanthurus dussumieri,False,1,131,-37,43.0,17,False,True,601256,33,,42.78,40,0.75,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.6,0.0
Thalassoma quinquevittatum,Fivestripe wrasse,3,,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.47,3.58,6,1,Thalassoma quinquevittatum,False,1,40,-32,15.0,16,False,True,605648,33,,15.08,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Acanthurus sohal,Sohal surgeonfish,3,425.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.36,2.0,6,1,Acanthurus sohal,False,1,21,10,28.0,16,False,True,604740,33,,27.58,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.5,0.0
Brotula clarkae,Pacific bearded brotula,12,5020.0,,,Other fishes & inverts,Large benthopelagics (>=90 cm),,0.13,3.0,6,1,Brotula clarkae,False,1,650,-6,94.0,15,False,True,608275,34,,94.3,25,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Himantura granulata,Mangrove whipray,9,99407.0,,,Sharks & rays,Large rays (>=90 cm),,,4.07,6,1,Himantura granulata,True,1,85,-25,193.0,22,False,True,612586,38,,193.32,10,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,100.0,0.5
Oxycheilinus digramma,Cheeklined wrasse,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.18,3.69,6,3,Oxycheilinus digramma,False,1,50,-23,40.0,17,False,True,605599,33,,40.0,30,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.4,NA,0.5,28.2,0.0
Encrasicholina heteroloba,Shorthead anchovy,1,5.0,,,Anchovies,Small pelagics (<30 cm),,2.24,3.27,6,20,Encrasicholina heteroloba,False,1,50,-23,12.0,1,False,True,600556,35,,9.0,33,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.25
Platichthys flesus,European flounder,7,1271.0,-14,28,Flatfishes,Small to medium flatfishes (<90 cm),74,0.3,3.32,6,1,Platichthys flesus,True,1,100,30,50.0,23,False,True,601341,31,47,49.56,80,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Mulloidichthys flavolineatus,Yellowstripe goatfish,3,520.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.27,3.84,6,5,Mulloidichthys flavolineatus,True,1,35,-32,35.0,17,False,True,605983,33,,35.26,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.0
Eleginus nawaga,Navaga,5,481.0,,,Cod-likes,Medium demersals (30 - 89 cm),,0.29,4.24,6,10,Eleginus nawaga,True,1,200,65,35.0,5,False,True,600314,32,,34.9,73,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.5
Dactylopterus volitans,Flying gurnard,8,1169.0,,,Scorpionfishes,Medium reef assoc. fish (30 - 89 cm),,0.58,3.65,6,1,Dactylopterus volitans,False,1,100,-45,50.0,17,False,True,601021,39,,50.0,52,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Lithognathus lithognathus,White steenbras,3,83777.0,12,-31,Perch-likes,Large benthopelagics (>=90 cm),-22,0.1,3.11,6,10,Lithognathus lithognathus,True,1,150,-31,164.0,15,False,True,600450,33,50,164.0,-22,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,60.4,0.5
Lithognathus mormyrus,Sand steenbras,3,601.0,-30,-41,Perch-likes,Medium benthopelagics (30 - 89 cm),54,0.29,3.38,6,1,Lithognathus mormyrus,True,1,150,-40,45.0,14,False,True,600706,33,65,35.0,50,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,NA,0.5,64.3,0.5
Squalus acanthias,Piked dogfish,9,8704.0,,,Sharks & rays,Large sharks (>=90 cm),,0.09,4.37,6,1,Squalus acanthias,True,1,1460,-55,131.0,20,False,True,600139,38,,131.2,72,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4,NA,0.5,45.3,0.5
Pomadasys jubelini,Sompat grunt,3,892.0,-19,-24,Perch-likes,Medium demersals (30 - 89 cm),22,0.3,3.33,6,1,Pomadasys jubelini,False,1,100,-22,45.0,5,False,True,604708,33,16,44.64,20,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.5
Sargocentron melanospilos,Blackblotch squirrelfish,12,151.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,0.79,3.99,6,5,Sargocentron melanospilos,False,1,90,-24,22.0,16,False,True,605345,33,,21.9,30,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.4,NA,0.25,30.4,0.0
Pinguipes brasilianus,Brazilian sandperch,3,2224.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.12,3.8,6,60,Pinguipes brasilianus,True,1,150,-80,57.0,5,False,True,612928,39,,57.4,-23,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Amblyraja hyperborea,Arctic skate,9,4950.0,-111,-57,Sharks & rays,Small to medium rays (<90 cm),88,0.14,4.31,6,140,Amblyraja hyperborea,True,1,2500,-50,87.0,21,False,True,609256,38,180,86.92,82,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.0,1.0,0.0
Pomadasys argenteus,Silver grunt,3,1986.0,25,-25,Perch-likes,Medium demersals (30 - 89 cm),37,0.54,3.47,6,15,Pomadasys argenteus,False,1,115,-22,61.0,5,False,True,600399,33,180,54.0,34,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.6,NA,0.5,70.0,0.5
Centrophorus lusitanicus,Lowfin gulper shark,9,13536.0,,,Sharks & rays,Large sharks (>=90 cm),,0.05,4.43,6,300,Centrophorus lusitanicus,False,1,1400,-26,131.0,20,False,True,600650,38,,131.2,38,0.0,0.0,0.25,0.75,0.0,0.5,0.0,0.75,0.2,NA,0.25,1.0,0.0
Etelis oculatus,Queen snapper,3,5042.0,,,Perch-likes,Medium bathydemersals (30 - 89 cm),,0.42,4.18,6,100,Etelis oculatus,False,1,450,-12,77.0,11,False,True,601391,33,,76.64,36,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.5,30.4,0.0
Sphyraena jello,Pickhandle barracuda,3,13035.0,,,Perch-likes,Large reef assoc. fish (>=90 cm),,0.1,4.5,6,20,Sphyraena jello,False,1,200,-37,138.0,18,False,True,604827,39,,137.79,27,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,91.9,0.5
Umbrina cirrosa,Shi drum,3,2385.0,-13,29,Perch-likes,Medium demersals (30 - 89 cm),47,0.28,3.39,6,1,Umbrina cirrosa,False,1,100,30,59.0,5,False,True,601306,33,45,59.49,46,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Sardinella rouxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella piquitinga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella singdensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella zunasis,Japanese sardinella,2,29.0,-180,21,Herring-likes,Small pelagics (<30 cm),37,0.56,2.65,6,5,Sardinella zunasi,True,1,142,22,14.0,1,False,True,601519,35,171,14.26,38,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Sardinella clupeoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella tawilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella maderensis,Madeiran sardinella,2,411.0,-21,-28,Herring-likes,Medium pelagics (30 - 89 cm),43,0.34,3.2,6,1,Sardinella maderensis,True,1,80,-25,34.0,2,False,True,601047,35,39,35.0,40,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,28.3,0.5
Sardinella neglecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella nigricaudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella pinnula,Round sardinella,2,137.0,-105,-40,Herring-likes,Small pelagics (<30 cm),50,0.7,3.4,6,1,Sardinella aurita,True,1,350,-36,29.0,1,False,True,601043,35,49,26.0,46,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4,NA,0.5,29.2,0.0
Sardinella marquesensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella pernambucana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella samarensis,Bali sardinella,2,61.0,90,-38,Herring-likes,Small pelagics (<30 cm),40,0.95,2.48,6,15,Sardinella lemuru,True,1,100,-34,23.0,1,False,True,601510,35,144,18.0,36,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.5
Sardinella leiogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinella hualiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scatophagus argus,Spotted scat,3,600.0,,,Perch-likes,Medium demersals (30 - 89 cm),,1.2,3.0,6,1,Scatophagus argus,True,1,4,-23,32.0,5,False,True,604698,39,,32.44,32,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.75,59.0,0.75
Sciaenops ocellatus,Red drum,3,28120.0,-108,-1,Perch-likes,Large demersals (>=90 cm),45,0.4,4.07,6,10,Sciaenops ocellatus,False,1,200,0,134.0,6,False,True,601191,33,136,133.88,43,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,46.8,0.5
