"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","commercial.group","functional.group","group.level","group.match","canonical","worldbank","NAME_CIAWF","CONTINENT","included"
0,0,0,100,100,0,0,0,0,0,0,0,"Alosa saposhnikovi","Russia","Northern Caspian","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,100,100,0,0,0,0,0,0,0,"Alosa saposhnikovi","Kazakhstan","Northern Caspian","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Kazakhstan","Kazakhstan","Kazakhstan","Asia",FALSE
0,0,0,100,100,0,0,0,0,0,0,0,"Alosa sphaerocephala","Russia","Eastern part at north end of Caspian","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Alosa squamopinnata","","Europe","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"","","","Europe",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Alosa squamopinnata","","Europe: Italy, Tunisia","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"","","","Europe",FALSE
0,0,0,100,100,100,100,0,0,0,0,0,"Alosa squamopinnata","France","Lower reaches of rivers","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,0,0,100,100,100,0,0,0,0,0,"Alosa squamopinnata","Germany","Weser, Elbe und Ems rivers (Refs. 89634, 89642 )","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Alosa tanaica",NA,"Black Sea and Sea of Azov","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,NA,NA,NA,NA,FALSE
100,100,100,100,100,0,0,0,0,0,0,0,"Alosa teres","Egypt","Gulf of Suez","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Egypt","Egypt, Arab Rep.","Egypt","Africa",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Alosa teres","South Africa","Hout , Saldana and Stompneus Bays","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"South Africa","South Africa","South Africa","Africa",FALSE
0,0,0,0,0,100,100,100,100,100,100,0,"Alosa teres","Australia","New South Wales","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,100,100,100,0,0,0,0,0,"Alosa teres","Mexico","Pacific coast of Baja California","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Mexico","Mexico","Mexico","North America",FALSE
0,0,0,100,100,100,0,0,0,0,0,0,"Alosa teres","Russia","Primorye, Sea of Japan","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,100,100,100,0,0,0,0,0,0,"Alosa volgensis",NA,"Caspian Sea (Volga)","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,NA,NA,NA,"Europe",FALSE
0,0,0,0,100,100,100,0,0,0,0,0,"Alosa vulgaris","France","Lower reaches of rivers","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,0,0,100,0,0,0,0,0,0,0,"Alosa vulgaris","","Not specified","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,0,0,0,0,0,0,0,"Alosa vulgaris","","not specified","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,100,100,100,100,0,0,0,0,0,"Alosa vulgaris","","not specified","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,0,0,0,0,0,0,0,"Alosa vulgaris","Portugal","Portugal","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","genus",1,"Portugal","Portugal","Portugal","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alphestes afer","","Caribbean sea","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"","","","North America",TRUE
0,0,0,0,0,0,0,100,100,100,100,100,"Alphestes afer","Brazil","Pernambuco, 2008","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,0,0,100,100,100,0,0,"Alphestes afer","Brazil","Pernambuco, 2009","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Aluterus velutinus","Australia","South Australia","Fishbase","Other fishes & inverts","Large reef assoc. fish (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",TRUE
0,100,100,100,100,0,0,0,0,0,0,0,"Amblygaster sirm","Sri Lanka","Negombo","Fishbase","Herring-likes","Small pelagics (<30 cm)","scientific",1,"Sri Lanka","Sri Lanka","Sri Lanka","Asia",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Amblygaster sirm","Kiribati","to be filled","Fishbase","Herring-likes","Small pelagics (<30 cm)","scientific",1,"Kiribati","Kiribati","Kiribati","Oceania",TRUE
100,100,100,100,0,100,0,0,0,0,100,0,"Amblygaster sirm","India","Vishinjam","Fishbase","Herring-likes","Small pelagics (<30 cm)","scientific",1,"India","India","India","Asia",TRUE
0,0,0,100,100,100,0,0,0,0,0,0,"Amblygaster sirm","Sri Lanka","West coast","Fishbase","Herring-likes","Small pelagics (<30 cm)","scientific",1,"Sri Lanka","Sri Lanka","Sri Lanka","Asia",TRUE
0,0,0,0,0,0,100,100,100,100,0,0,"Amblygobius phalaena","Japan","Nagahama Beach, Okinawa (July-October 1996)","Fishbase","Perch-likes","Small reef assoc. fish (<30 cm)","scientific",1,"Japan","Japan","Japan","Asia",FALSE
100,100,0,0,0,0,0,0,0,0,100,100,"Ammodytes americanus","USA","Cape Cod","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Ammodytes americanus","USA","Delaware Bay","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"United States","United States","United States","North America",TRUE
100,100,100,0,0,0,0,0,0,0,100,100,"Ammodytes americanus","USA","Lower Chesapeake Bay","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"United States","United States","United States","North America",TRUE
100,0,0,0,0,0,0,0,0,0,0,100,"Ammodytes hexapterus","Russia","Gulf of Anadyr","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,0,0,"Ammodytes hexapterus","Alaska","Kodiak I.","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Alaska","United States","United States","North America",FALSE
100,100,100,100,100,0,0,0,0,0,0,0,"Ammodytes hexapterus","Russia","Laperuza Strait","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,100,100,"Ammodytes hexapterus","Russia","North Kurils","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
100,0,0,0,0,0,0,0,0,100,100,100,"Ammodytes hexapterus","Russia","Sea of Okhotsk","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
100,0,0,0,0,0,0,0,0,0,100,100,"Ammodytes hexapterus","Russia","South Kurils","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
100,100,0,0,0,0,0,0,0,0,0,100,"Ammodytes immaculatus",NA,"Eastern Atlantic","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,NA,NA,NA,NA,TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Ammodytes lanceolatus",NA,"North Sea","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,NA,NA,NA,"Europe",FALSE
100,0,0,0,0,0,0,0,0,0,0,100,"Ammodytes marinus","Norway","East Central Grounds (English Klondyke, East Bank, Inner and Outer shoal), 1997-1999; also coastal ground off SW Norway","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"Norway","Norway","Norway","Europe",TRUE
100,100,0,0,0,0,0,0,0,0,100,100,"Ammodytes marinus","","Eastern North Atlantic","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"","","",NA,TRUE
100,100,0,0,0,0,0,0,0,0,100,100,"Ammodytes marinus","UK","North Sea","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",TRUE
0,0,0,0,0,0,0,0,0,0,0,100,"Ammodytes personatus","Korea (South)","East coast, 1993-94","Fishbase","Perch-likes","Small demersals (<30 cm)","scientific",1,"South Korea","Korea, Rep.","Korea, South","Asia",TRUE
100,100,100,0,0,0,0,0,0,0,100,100,"Ammodytes personatus","Korea (South)","Shinsudo, Sacheon, 1988","Fishbase","Perch-likes","Small demersals (<30 cm)","scientific",1,"South Korea","Korea, Rep.","Korea, South","Asia",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Ammodytes semisquamatus",NA,"northeastern Atlantic","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,NA,NA,NA,NA,TRUE
100,0,0,0,0,0,0,0,0,0,100,100,"Ammodytes terebrans",NA,"Mediterranean Sea","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,NA,NA,NA,NA,FALSE
0,100,100,100,0,0,0,0,0,0,0,0,"Ammodytes tobiunus",NA,"Eastern North Atlantic","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,NA,NA,NA,NA,FALSE
0,0,0,0,0,0,0,0,100,100,100,0,"Ammodytes tobiunus",NA,"Northeastern Atlantic","Fishbase","Perch-likes","Small demersals (<30 cm)","genus",1,NA,NA,NA,NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Amphichthys cryptocentrus","Brazil","Ceará","Fishbase","Other fishes & inverts","Medium demersals (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas lupus","","Northeastern Atlantic","Fishbase","Perch-likes","Large demersals (>=90 cm)","scientific",1,"","","",NA,TRUE
100,100,0,0,0,0,0,0,0,100,100,100,"Anarhichas lupus","Norway","Norway","Fishbase","Perch-likes","Large demersals (>=90 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas minor",NA,"North Sea","Fishbase","Perch-likes","Large demersals (>=90 cm)","scientific",1,NA,NA,NA,"Europe",TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anarhichas ocellatus",NA,"Not specified.","Fishbase","Perch-likes","Large demersals (>=90 cm)","genus",1,NA,NA,NA,NA,FALSE
0,0,0,0,0,0,0,0,0,100,100,0,"Anarhichas orientalis","","Not specified","Fishbase","Perch-likes","Large demersals (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,0,0,100,100,0,"Anarhichas orientalis","Russia","Primorye","Fishbase","Perch-likes","Large demersals (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",TRUE
100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas steenstrupii",NA,"North Sea","Fishbase","Perch-likes","Large demersals (>=90 cm)","genus",1,NA,NA,NA,"Europe",TRUE
100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas vomerinus","","Northeastern Atlantic","Fishbase","Perch-likes","Large demersals (>=90 cm)","genus",1,"","","",NA,TRUE
100,100,0,0,0,0,0,0,0,100,100,100,"Anarhichas vomerinus","Norway","Norway","Fishbase","Perch-likes","Large demersals (>=90 cm)","genus",1,"Norway","Norway","Norway","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Anchoa hepsetus","USA","Beaufort, North Carolina","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Anchoa hepsetus","USA","Delaware Bay","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Anchoa hepsetus","USA","Tampa, Florida","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,100,100,0,0,0,"Anchoa mitchilli","USA","Chesapeake Bay","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
100,100,100,100,100,100,100,0,0,0,0,0,"Anchoa mitchilli","Mexico","Laguna de Tamiahua, northern Mexico","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Anchoa mitchilli","Mexico","Laguna de Términos","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
0,0,0,0,100,100,100,100,0,0,0,0,"Anchoa mitchilli","USA","Mid-Chesapeake Bay","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Anchoa mitchilli","USA","Near Beaufort, North Carolina","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Anchoa mitchilli","USA","Off North Carolina","Fishbase","Anchovies","Small pelagics (<30 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,0,0,0,0,0,"Anchoviella abbotti","Brazil","Ceará","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Brazil","Brazil","Brazil","South America",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella abbotti","Brazil","Lagoa dos Patos, Rio Grande","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Brazil","Brazil","Brazil","South America",FALSE
0,0,0,0,0,0,0,0,0,100,100,0,"Anchoviella abbotti","Argentina","Rosario to Corrientes, La Plata river system","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Argentina","Argentina","Argentina","South America",FALSE
0,0,0,100,100,100,100,100,0,0,0,0,"Anchoviella compressa",NA,"California Current region","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,NA,NA,NA,"North America",TRUE
100,0,0,0,0,0,0,100,0,100,0,0,"Anchoviella curta","Costa Rica","Gulf of Nicoya","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Costa Rica","Costa Rica","Costa Rica","North America",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella epsetus","USA","Beaufort, North Carolina","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"United States","United States","United States","North America",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Anchoviella epsetus","USA","Delaware Bay","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"United States","United States","United States","North America",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Anchoviella epsetus","USA","Tampa, Florida","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"United States","United States","United States","North America",FALSE
0,0,0,0,0,0,100,100,0,0,0,0,"Anchoviella eurystole","USA","New York and southern New England","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"United States","United States","United States","North America",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Anchoviella guianensis","Venezuela","Orinoco mouth","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Venezuela","Venezuela, RB","Venezuela","South America",FALSE
0,0,0,0,100,100,100,100,100,100,0,0,"Anchoviella guineensis","Italy","Adriatic","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Italy","Italy","Italy","Europe",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Anchoviella guineensis","Italy","Adriatic Sea","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Italy","Italy","Italy","Europe",TRUE
0,0,100,100,100,100,100,100,0,0,0,0,"Anchoviella guineensis","France","Bay of Biscay","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"France","France","France","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella guineensis","","Bay of Biscay","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"","","","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella guineensis","Spain","Bay of Biscay","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella guineensis","Spain","Bay of Biscay, 1987","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,0,100,100,100,0,0,0,0,0,0,"Anchoviella guineensis","Spain","Bay of Biscay, 1989-1992","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,100,100,100,100,100,100,100,100,100,0,"Anchoviella guineensis","Spain","Bay of Cadiz (1989-1992)","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,0,0,100,100,100,100,0,0,0,0,"Anchoviella guineensis","Russia","Black Sea, Northwestern coast, 1987 -1992","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Russia","Russian Federation","Russia","Europe",TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anchoviella guineensis","Ghana","Ghana","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Ghana","Ghana","Ghana","Africa",TRUE
0,0,100,100,100,100,100,100,100,100,0,0,"Anchoviella guineensis","Spain","Gulf of Cadíz","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,100,100,0,100,100,100,0,0,0,0,"Anchoviella guineensis","Spain","Gulf of Cádiz","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Anchoviella guineensis","Portugal","Mira estuary, 1985-1992","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Portugal","Portugal","Portugal","Europe",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Anchoviella guineensis","Denmark","North Sea and Channel","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Denmark","Denmark","Denmark","Europe",TRUE
0,0,0,100,100,100,100,100,0,0,0,0,"Anchoviella guineensis","","Northern Europe and Mediterranean","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"","","",NA,TRUE
0,0,0,0,100,100,100,100,100,0,0,0,"Anchoviella guineensis","Portugal","Pranto River, May-September 1990","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Portugal","Portugal","Portugal","Europe",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Anchoviella guineensis","","southeastern part of North Sea","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"","","","Europe",TRUE
0,0,100,100,100,100,100,100,0,0,0,0,"Anchoviella guineensis","Spain","southern Bay of Biscay, January 1987-December 1989","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Spain","Spain","Spain","Europe",TRUE
0,0,0,0,100,100,100,100,100,100,0,0,"Anchoviella guineensis","Italy","Strait of Sicliy","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Italy","Italy","Italy","Europe",TRUE
0,0,0,0,0,0,0,0,0,100,100,0,"Anchoviella guineensis","Italy","Trieste,  Adriatic Sea,1974-90","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Italy","Italy","Italy","Europe",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Anchoviella guineensis","Croatia","Zrmanja River estuaury, Jan-Dec 2003","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Croatia","Croatia","Croatia","Europe",TRUE
0,0,100,100,100,100,100,100,100,100,0,0,"Anchoviella heteroloba","China","Daya Bay, Guangdong, 1985-86","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"China","China","China","Asia",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella heteroloba","Indonesia","Jepara, north Central Java, 1983-85","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Indonesia","Indonesia","Indonesia","Asia",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella heteroloba","Philippines","Manila Bay","Fishbase","Anchovies","Small pelagics (<30 cm)","family",1,"Philippines","Philippines","Philippines","Asia",TRUE
