"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","commercial.group","functional.group","group.level","group.match","canonical","worldbank","NAME_CIAWF","CONTINENT","included"
100,100,100,100,100,0,0,0,0,0,0,0,"Bairdiella chrysoura","Mexico","Terminos Lagoon, Gulf of Mexico, 1984","Fishbase","Perch-likes","Small demersals (<30 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Bairdiella ronchus","Colombia","Ciénaga Grande de Santa Marta, (February 1993-January 1994)","Fishbase","Perch-likes","Small demersals (<30 cm)","scientific",1,"Colombia","Colombia","Colombia","South America",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Bairdiella ronchus","Cuba","Cuba","Fishbase","Perch-likes","Small demersals (<30 cm)","scientific",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,0,0,0,0,0,0,100,100,100,"Balistes capriscus","Ghana","coastal trawl surveys, Jan-Dec 1980","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,"Ghana","Ghana","Ghana","Africa",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Balistes capriscus","USA","Gulf of Mexico","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
100,100,100,0,0,0,0,0,0,0,100,100,"Balistes capriscus","Brazil","São Paulo","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
100,100,0,0,0,0,0,0,0,0,100,100,"Balistes capriscus","Brazil","São Paulo, 1984-1985","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,100,100,100,100,100,0,0,0,"Balistes capriscus","USA","Southeastern coast","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Balistes vetula","Brazil","Ceará","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","genus",1,"Brazil","Brazil","Brazil","South America",TRUE
37,17,8,0,9,0,9,20,25,22,5,10,"Balistes vetula","","to be filled","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,100,100,100,100,0,0,0,0,0,0,"Barbonymus gonionotus",NA,"Mekong mainstream","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,NA,NA,NA,"Asia",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Bathygobius soporator","Brazil","Ceará","Fishbase","Perch-likes","Small demersals (<30 cm)","family",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,100,100,100,100,100,100,0,"Bathylagus microcephalus",NA,"California Current region","Fishbase","Salmon, smelts, etc","Medium bathydemersals (30 - 89 cm)","order",1,NA,NA,NA,"North America",FALSE
100,100,100,100,100,0,0,0,0,0,0,100,"Bathylagus ochotensis",NA,"California Current region","Fishbase","Salmon, smelts, etc","Medium bathydemersals (30 - 89 cm)","order",1,NA,NA,NA,"North America",TRUE
100,100,100,100,100,0,0,0,0,0,0,100,"Bathylagus pacificus",NA,"California Current region","Fishbase","Salmon, smelts, etc","Medium bathydemersals (30 - 89 cm)","order",1,NA,NA,NA,"North America",FALSE
100,100,0,0,0,100,100,100,100,100,100,100,"Bathylagus schmidti","Canada","California Current region","Fishbase","Salmon, smelts, etc","Medium bathydemersals (30 - 89 cm)","order",1,"Canada","Canada","Canada","North America",FALSE
100,100,100,100,100,0,0,0,0,0,0,100,"Bathylagus stilbius stilbius",NA,"California Current region","Fishbase","Salmon, smelts, etc","Medium bathydemersals (30 - 89 cm)","order",1,NA,NA,NA,"North America",FALSE
0,0,100,100,100,100,100,100,0,0,0,0,"Bathylagus wesethy",NA,"California Current region","Fishbase","Salmon, smelts, etc","Medium bathydemersals (30 - 89 cm)","order",1,NA,NA,NA,"North America",FALSE
0,0,0,100,0,0,0,0,100,100,0,0,"Bathyraja albomaculata",NA,"southwest Atlantic (1998-2003)","Fishbase","Sharks & rays","Large rays (>=90 cm)","genus",1,NA,NA,NA,"South America",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bathyraja kincaidii",NA,"not given","Fishbase","Sharks & rays","Large rays (>=90 cm)","genus",1,NA,NA,NA,NA,FALSE
0,0,0,0,0,100,100,0,0,0,0,0,"Bathyraja spinicauda","Greenland","not given","Fishbase","Sharks & rays","Large rays (>=90 cm)","genus",1,"Greenland","Denmark","Greenland","North America",TRUE
0,0,0,0,0,0,0,0,0,0,0,100,"Bathyraja violacea","Russia","Pacific off the North Kuril Islands","Fishbase","Sharks & rays","Large rays (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",TRUE
0,100,100,100,100,0,0,0,0,0,0,0,"Belone belone","Algeria","Algeria","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","scientific",1,"Algeria","Algeria","Algeria","Africa",TRUE
0,0,0,100,100,100,100,100,100,0,0,0,"Belone belone","","Black Sea","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,0,100,100,0,0,0,0,0,0,"Belone belone","","British Isles, Mediterranean and Black sea","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Belone esocina","Russia","Primorye","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Belone schismatorhynchus","USA","Delaware Bay","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Belone stolzmanni","USA","California","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,0,0,0,100,0,0,0,0,0,0,"Belone timucoides","Brazil","Ceará","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Belone timucoides","Bahamas","not stated","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"Bahamas","Bahamas, The","Bahamas, The","North America",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Belone truncata","USA","Delaware Bay","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,100,100,100,100,0,0,0,0,0,0,0,"Belone vulgaris","Algeria","Algeria","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"Algeria","Algeria","Algeria","Africa",FALSE
0,0,0,100,100,100,100,100,100,0,0,0,"Belone vulgaris","","Black Sea","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Belone vulgaris","","British Isles, Mediterranean and Black sea","Fishbase","Other fishes & inverts","Medium pelagics (30 - 89 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,100,0,0,0,0,0,"Benthosema glaciale","Norway","fjords of Western  Norway","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","genus",1,"Norway","Norway","Norway","Europe",FALSE
0,0,0,100,100,100,100,100,0,0,0,0,"Benthosema glaciale","","Mediterranean","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","genus",1,"","","",NA,TRUE
100,100,100,100,100,100,0,0,0,100,100,100,"Benthosema glaciale","Canada","Slope Sea, Nova Scotia (1988-1989)","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Benthosema pterotum","Oman","Arabian Sea","Fishbase","Other fishes & inverts","Small bathypelagics (<30 cm)","scientific",1,"Oman","Oman","Oman","Asia",FALSE
100,100,100,100,0,0,0,0,0,0,0,100,"Beryx affinis","Australia","southeastern coast","Fishbase","Other fishes & inverts","Medium bathydemersals (30 - 89 cm)","genus",1,"Australia","Australia","Australia","Oceania",TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Beryx decadactylus","USA","Charleston Bump (approx. 31°30?N, 79°W)), South Carolina, 2003-2008","Fishbase","Other fishes & inverts","Medium bathydemersals (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Beryx longipinnis","USA","Charleston Bump (approx. 31°30?N, 79°W)), South Carolina, 2003-2008","Fishbase","Other fishes & inverts","Medium bathydemersals (30 - 89 cm)","genus",1,"United States","United States","United States","North America",TRUE
100,100,0,0,0,0,0,0,0,0,100,100,"Beryx splendens","New Caledonia","seamounts (June 1991-Oct 1992)","Fishbase","Other fishes & inverts","Medium benthopelagics (30 - 89 cm)","scientific",1,"New Caledonia","France","New Caledonia","Oceania",TRUE
100,100,0,0,0,0,0,0,0,0,0,0,"Bodianus rufus","Brazil","Ceará","Fishbase","Perch-likes","Small reef assoc. fish (<30 cm)","genus",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,11,100,100,100,0,0,0,0,0,0,"Boops boops","","Adriatic Sea","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
0,100,100,100,100,100,0,0,0,0,0,0,"Boops boops","Algeria","Algeria","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"Algeria","Algeria","Algeria","Africa",TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Boops boops","","Atlantic","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Boops boops","","Black  Sea","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Boops boops","","Black Sea","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Boops boops","","Black Sea","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,0,0,100,100,100,100,0,0,0,"Boops boops","","Black Sea.","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
100,100,100,0,0,0,0,0,0,100,100,100,"Boops boops","Senegal","Dakar - Takoradi","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"Senegal","Senegal","Senegal","Africa",TRUE
0,100,100,100,0,0,0,0,0,0,0,0,"Boops boops","","Eastern Mediterranean","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,100,100,100,0,0,0,0,0,0,0,"Boops boops","Italy","Livorno","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"Italy","Italy","Italy","Europe",TRUE
0,0,100,100,0,0,0,0,0,0,0,0,"Boops boops","","Mediterranean Sea","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
100,100,100,0,0,0,0,0,0,0,0,100,"Boops boops","","North West African coast","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Boops boops","","Western Mediterranean","Fishbase","Perch-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,TRUE
100,100,0,0,0,0,0,0,0,0,100,100,"Boreogadus saida","Alaska","Beaufort Sea","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Alaska","United States","United States","North America",TRUE
100,100,100,100,0,0,0,0,0,100,100,100,"Boreogadus saida","","Not specified","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","",NA,FALSE
100,100,0,0,0,0,0,0,0,0,0,100,"Boreogadus saida","Russia","Soviet waters","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"Russia","Russian Federation","Russia","Europe",TRUE
100,100,100,100,0,0,0,0,0,0,0,0,"Boreogadus saida","","White Sea","Fishbase","Cod-likes","Medium demersals (30 - 89 cm)","scientific",1,"","","","Europe",TRUE
0,0,0,0,0,0,100,100,100,0,0,0,"Bothus podas","Azores Is.","Horta, Faial","Fishbase","Flatfishes","Small to medium flatfishes (<90 cm)","scientific",1,"Azores","Azores","Azores","Seven seas (open ocean)",FALSE
0,0,0,0,100,100,100,100,0,0,0,0,"Bothus podas","","to be filled","Fishbase","Flatfishes","Small to medium flatfishes (<90 cm)","scientific",1,"","","",NA,FALSE
1,1,1,1,1,1,1,1,1,0,0,0,"Brama australis","Chile","Lebu (37°37’S-73°40’W), Jan-Sept 2001","Fishbase","Perch-likes","Medium pelagics (30 - 89 cm)","scientific",1,"Chile","Chile","Chile","South America",TRUE
0,0,0,0,0,0,0,100,100,0,0,0,"Brama brama",NA,"Mediterranean","Fishbase","Perch-likes","Medium bathypelagics (30 - 89 cm)","scientific",1,NA,NA,NA,NA,FALSE
100,100,0,0,0,0,0,0,0,100,100,100,"Brevoortia patronus","USA","Louisiana","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
100,100,0,0,0,0,0,0,100,100,100,100,"Brevoortia pectinata","Brazil","Lagoa dos Patos","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Brevoortia tyrannus","USA","Cape Cod","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,100,100,100,0,0,0,100,100,100,0,"Brevoortia tyrannus","USA","Chesapeake Bay","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,0,0,0,0,0,0,100,100,0,"Brevoortia tyrannus","USA","From Long Island to North Carolina","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Brevoortia tyrannus","USA","Long Island","Fishbase","Herring-likes","Medium pelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Brosme brosme","UK Scotland","North and West","Fishbase","Cod-likes","Large demersals (>=90 cm)","scientific",1,"United Kingdom","United Kingdom","United Kingdom","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Brosme brosme","Norway","Off Norway","Fishbase","Cod-likes","Large demersals (>=90 cm)","scientific",1,"Norway","Norway","Norway","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Brosme brosme","Iceland","Off south-western Iceland","Fishbase","Cod-likes","Large demersals (>=90 cm)","scientific",1,"Iceland","Iceland","Iceland","Europe",TRUE
0,0,0,100,100,100,100,0,0,0,0,0,"Brosme brosme","","Western and Eastern Atlantic","Fishbase","Cod-likes","Large demersals (>=90 cm)","scientific",1,"","","",NA,TRUE
0,0,100,100,100,100,0,0,0,0,0,0,"Buglossidium luteum","","Bay of Biscay","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"","","","Europe",TRUE
0,100,0,0,0,0,0,0,0,0,0,0,"Buglossidium luteum","","Mediterranean","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"","","",NA,TRUE
0,0,0,0,0,0,100,100,0,0,0,0,"Buglossidium luteum","","North Sea","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"","","","Europe",TRUE
0,0,0,0,0,0,100,100,0,0,0,0,"Buglossidium luteum","Ireland","Western Ireland","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"Ireland","Ireland","Ireland","Europe",FALSE
0,0,0,0,0,0,100,100,0,0,0,0,"Buglossidium luteum","UK","Western part of English Channel","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bythaelurus canescens",NA,"South America.","Fishbase","Sharks & rays","Small to medium sharks (<90 cm)","scientific",1,NA,NA,NA,"South America",FALSE
0,0,100,100,100,100,100,100,0,0,0,0,"Caesio teres","Marshall Is.","Enewetak Atoll","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"Marshall Islands","Marshall Islands","Marshall Islands","Oceania",TRUE
0,0,100,100,100,100,100,100,0,0,0,0,"Caesio terus","Marshall Is.","Enewetak Atoll","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Marshall Islands","Marshall Islands","Marshall Islands","Oceania",TRUE
0,0,100,100,0,0,0,0,0,0,0,0,"Calamus bajonado","Mexico","Campeche bank","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
0,0,100,100,100,100,0,0,0,0,0,0,"Calamus bajonado","Mexico","Campeche bank.","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"Mexico","Mexico","Mexico","North America",TRUE
100,100,100,100,100,100,0,0,0,100,100,100,"Calamus bajonado","Cuba","Cuba","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,0,0,0,100,100,0,0,0,0,"Calamus bajonado","USA","USA coast","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
0,0,0,100,0,0,0,0,0,0,0,0,"Calamus ciliaris","Qatar","Arabian Gulf, Nov 1991-May 1993","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Qatar","Qatar","Qatar","Asia",TRUE
100,0,0,0,0,0,0,0,100,100,100,100,"Calamus ciliaris","Oman","Arabian Sea, 2001-2002","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Oman","Oman","Oman","Asia",TRUE
100,100,100,100,0,0,0,0,0,0,0,0,"Calamus ciliaris","United Arab Em.","off Abu Dhabi, 2000-2003","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"United Arab Emirates","United Arab Emirates","United Arab Emirates","Asia",TRUE
0,0,0,100,100,100,100,100,0,0,0,0,"Calamus leucosteus","USA","Cape Fear-Cape Canaveral, 1973-1977","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,0,0,0,0,0,0,"Calamus nodosus","USA","Southeastern coast","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,100,100,100,100,100,100,100,0,0,0,0,"Callionymus lyra",NA,"Mediterranean","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,NA,NA,NA,NA,TRUE
0,0,0,100,100,100,100,100,0,0,0,0,"Callionymus lyra",NA,"North Sea","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","kingdom",0.549093183239525,NA,NA,NA,"Europe",TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Callorhinchus milii","New Zealand","to be filled","Fishbase","Sharks & rays","Large rays (>=90 cm)","scientific",1,"New Zealand","New Zealand","New Zealand","Oceania",TRUE
0,0,100,100,100,100,100,100,0,0,0,0,"Capros aper","","Mediterranean","Fishbase","Other fishes & inverts","Small demersals (<30 cm)","scientific",1,"","","",NA,TRUE
0,0,0,100,100,100,100,100,0,0,0,0,"Capros aper","Turkey","South Aegean Sea (37.5° to 37.0° N), Dec 2009 - Nov 2010","Fishbase","Other fishes & inverts","Small demersals (<30 cm)","scientific",1,"Turkey","Turkey","Turkey","Asia",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Capros aper","Ireland","Southwestern Ireland","Fishbase","Other fishes & inverts","Small demersals (<30 cm)","scientific",1,"Ireland","Ireland","Ireland","Europe",TRUE
0,0,0,0,0,100,0,0,100,0,0,0,"Carangoides bajad","United Arab Em.","off Abu Dhabi","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","scientific",1,"United Arab Emirates","United Arab Emirates","United Arab Emirates","Asia",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Carangoides bartholomaei","Cuba","Cuba","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,0,0,100,0,0,0,100,0,0,"Carangoides caballus","Mexico","Colima, Mexico","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Mexico","Mexico","Mexico","North America",TRUE
0,100,100,0,0,0,0,0,0,0,0,0,"Carangoides fusus","Brazil","Ceará","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Carangoides fusus","USA","South Florida, Northwest Florida and Mississippi Delta","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,100,100,100,100,100,100,0,0,0,0,"Carangoides ruber","Cuba","Cuba","Fishbase","Perch-likes","Medium reef assoc. fish (30 - 89 cm)","genus",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,0,0,0,0,0,0,100,0,0,"Caranx amblyrhynchus","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
0,0,0,0,0,0,0,0,100,100,100,0,"Caranx amia","South Africa","Off Natal","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"South Africa","South Africa","South Africa","Africa",TRUE
0,0,0,0,0,100,0,0,100,0,0,0,"Caranx bajad","United Arab Em.","off Abu Dhabi","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"United Arab Emirates","United Arab Emirates","United Arab Emirates","Asia",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Caranx bartholomaei","Cuba","Cuba","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Cuba","Cuba","Cuba","North America",TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caranx bartholomaei","Cuba","Golfo de Batabanó","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Cuba","Cuba","Cuba","North America",TRUE
100,100,100,100,100,100,100,100,100,100,100,100,"Caranx bucculentus","Australia","Gulf of Carpentaria","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",TRUE
0,0,0,0,100,0,0,0,0,0,100,0,"Caranx caninus","Mexico","Manzanillo, Colima, México","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Mexico","Mexico","Mexico","North America",FALSE
0,100,100,0,0,0,0,0,0,0,0,0,"Caranx crysos","Brazil","Ceará","Fishbase","Perch-likes","Medium pelagics (30 - 89 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Caranx crysos","USA","South Florida, Northwest Florida and Mississippi Delta","Fishbase","Perch-likes","Medium pelagics (30 - 89 cm)","scientific",1,"United States","United States","United States","North America",TRUE
100,100,100,0,0,0,0,0,0,0,0,100,"Caranx declivis","Australia","eastern coast of Tasmania, Great Australian Bight (Ref. 5868)","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,100,100,100,0,0,0,0,0,0,0,0,"Caranx dumerili","USA","Galveston, Texas, 2000-2001","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,0,100,100,100,0,0,0,0,0,"Caranx dumerili","Italy","Pelagie Islands","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Italy","Italy","Italy","Europe",TRUE
0,0,0,0,0,100,0,0,0,100,0,0,"Caranx girardi","Mexico","Colima, Mexico","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Mexico","Mexico","Mexico","North America",TRUE
0,0,0,0,0,0,0,0,0,100,100,0,"Caranx glaucus","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",TRUE
0,100,100,0,0,0,0,0,0,0,0,0,"Caranx glaucus","St Helena","St. Helena","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Saint Helena","Saint Helena","Saint Helena","Seven seas (open ocean)",TRUE
0,0,0,0,0,100,0,0,0,0,0,0,"Caranx hippos","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Caranx hippos","Cuba","Cuba","Fishbase","Perch-likes","Large pelagics (>=90 cm)","scientific",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,0,0,100,0,0,0,0,0,0,"Caranx hippus","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Caranx hippus","Cuba","Cuba","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,100,100,100,100,100,100,100,100,0,"Caranx ignobilis","Hawaii","Northwestern Hawaiian Islands","Fishbase","Perch-likes","Large reef assoc. fish (>=90 cm)","scientific",1,"Hawaii","United States","United States","North America",TRUE
0,100,100,0,0,0,0,0,0,0,0,0,"Caranx latus","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","scientific",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Caranx latus","Cuba","Cuba","Fishbase","Perch-likes","Large pelagics (>=90 cm)","scientific",1,"Cuba","Cuba","Cuba","North America",TRUE
0,0,0,100,100,100,100,100,100,100,100,0,"Caranx melampygus","Hawaii","Northwestern Hawaiian Islands","Fishbase","Perch-likes","Large reef assoc. fish (>=90 cm)","scientific",1,"Hawaii","United States","United States","North America",TRUE
0,100,100,0,0,0,0,0,0,0,0,0,"Caranx pisquetus","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",TRUE
0,0,0,0,0,100,100,100,0,0,0,0,"Caranx pisquetus","USA","South Florida, Northwest Florida and Mississippi Delta","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"United States","United States","United States","North America",TRUE
0,0,0,100,100,100,100,100,100,100,100,0,"Caranx rhonchus","Senegal","Sénégal","Fishbase","Perch-likes","Medium benthopelagics (30 - 89 cm)","scientific",1,"Senegal","Senegal","Senegal","Africa",TRUE
0,100,100,0,0,0,0,0,0,0,0,0,"Caranx richardi","Brazil","Ceará","Fishbase","Perch-likes","Large pelagics (>=90 cm)","genus",1,"Brazil","Brazil","Brazil","South America",FALSE
