"region","specie","PID","major"
"Indian Ocean, North Atlantic","Carcharhinus macki",280,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",281,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",282,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",283,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",284,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",285,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",10,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",124,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",125,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",126,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",127,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",192,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",193,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",194,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",195,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",196,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",197,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",232,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",233,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",234,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",235,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",236,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",237,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",238,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",239,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",240,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",241,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",242,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",243,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",244,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",245,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",246,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",247,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",248,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",249,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",250,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",251,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",252,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",253,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",254,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",255,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",256,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",257,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",258,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",259,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",260,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",261,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",262,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",263,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",264,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",265,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",266,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",267,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",268,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",269,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",270,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",271,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",272,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",273,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",274,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",275,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",276,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",277,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",278,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",279,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",280,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",281,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",282,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",283,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",284,"27"
"Indian Ocean, North Atlantic","Isurus glaucus",285,"27"
"Indian Ocean, North Atlantic","Prionace glauca",10,"27"
"Indian Ocean, North Atlantic","Prionace glauca",124,"27"
"Indian Ocean, North Atlantic","Prionace glauca",125,"27"
"Indian Ocean, North Atlantic","Prionace glauca",126,"27"
"Indian Ocean, North Atlantic","Prionace glauca",127,"27"
"Indian Ocean, North Atlantic","Prionace glauca",192,"27"
"Indian Ocean, North Atlantic","Prionace glauca",193,"27"
"Indian Ocean, North Atlantic","Prionace glauca",194,"27"
"Indian Ocean, North Atlantic","Prionace glauca",195,"27"
"Indian Ocean, North Atlantic","Prionace glauca",196,"27"
"Indian Ocean, North Atlantic","Prionace glauca",197,"27"
"Indian Ocean, North Atlantic","Prionace glauca",232,"27"
"Indian Ocean, North Atlantic","Prionace glauca",233,"27"
"Indian Ocean, North Atlantic","Prionace glauca",234,"27"
"Indian Ocean, North Atlantic","Prionace glauca",235,"27"
"Indian Ocean, North Atlantic","Prionace glauca",236,"27"
"Indian Ocean, North Atlantic","Prionace glauca",237,"27"
"Indian Ocean, North Atlantic","Prionace glauca",238,"27"
"Indian Ocean, North Atlantic","Prionace glauca",239,"27"
"Indian Ocean, North Atlantic","Prionace glauca",240,"27"
"Indian Ocean, North Atlantic","Prionace glauca",241,"27"
"Indian Ocean, North Atlantic","Prionace glauca",242,"27"
"Indian Ocean, North Atlantic","Prionace glauca",243,"27"
"Indian Ocean, North Atlantic","Prionace glauca",244,"27"
"Indian Ocean, North Atlantic","Prionace glauca",245,"27"
"Indian Ocean, North Atlantic","Prionace glauca",246,"27"
"Indian Ocean, North Atlantic","Prionace glauca",247,"27"
"Indian Ocean, North Atlantic","Prionace glauca",248,"27"
"Indian Ocean, North Atlantic","Prionace glauca",249,"27"
"Indian Ocean, North Atlantic","Prionace glauca",250,"27"
"Indian Ocean, North Atlantic","Prionace glauca",251,"27"
"Indian Ocean, North Atlantic","Prionace glauca",252,"27"
"Indian Ocean, North Atlantic","Prionace glauca",253,"27"
"Indian Ocean, North Atlantic","Prionace glauca",254,"27"
"Indian Ocean, North Atlantic","Prionace glauca",255,"27"
"Indian Ocean, North Atlantic","Prionace glauca",256,"27"
"Indian Ocean, North Atlantic","Prionace glauca",257,"27"
"Indian Ocean, North Atlantic","Prionace glauca",258,"27"
"Indian Ocean, North Atlantic","Prionace glauca",259,"27"
"Indian Ocean, North Atlantic","Prionace glauca",260,"27"
"Indian Ocean, North Atlantic","Prionace glauca",261,"27"
"Indian Ocean, North Atlantic","Prionace glauca",262,"27"
"Indian Ocean, North Atlantic","Prionace glauca",263,"27"
"Indian Ocean, North Atlantic","Prionace glauca",264,"27"
"Indian Ocean, North Atlantic","Prionace glauca",265,"27"
"Indian Ocean, North Atlantic","Prionace glauca",266,"27"
"Indian Ocean, North Atlantic","Prionace glauca",267,"27"
"Indian Ocean, North Atlantic","Prionace glauca",268,"27"
"Indian Ocean, North Atlantic","Prionace glauca",269,"27"
"Indian Ocean, North Atlantic","Prionace glauca",270,"27"
"Indian Ocean, North Atlantic","Prionace glauca",271,"27"
"Indian Ocean, North Atlantic","Prionace glauca",272,"27"
"Indian Ocean, North Atlantic","Prionace glauca",273,"27"
"Indian Ocean, North Atlantic","Prionace glauca",274,"27"
"Indian Ocean, North Atlantic","Prionace glauca",275,"27"
"Indian Ocean, North Atlantic","Prionace glauca",276,"27"
"Indian Ocean, North Atlantic","Prionace glauca",277,"27"
"Indian Ocean, North Atlantic","Prionace glauca",278,"27"
"Indian Ocean, North Atlantic","Prionace glauca",279,"27"
"Indian Ocean, North Atlantic","Prionace glauca",280,"27"
"Indian Ocean, North Atlantic","Prionace glauca",281,"27"
"Indian Ocean, North Atlantic","Prionace glauca",282,"27"
"Indian Ocean, North Atlantic","Prionace glauca",283,"27"
"Indian Ocean, North Atlantic","Prionace glauca",284,"27"
"Indian Ocean, North Atlantic","Prionace glauca",285,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",10,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",124,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",125,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",126,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",127,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",192,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",193,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",194,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",195,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",196,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",197,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",232,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",233,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",234,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",235,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",236,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",237,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",238,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",239,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",240,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",241,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",242,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",243,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",244,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",245,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",246,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",247,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",248,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",249,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",250,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",251,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",252,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",253,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",254,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",255,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",256,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",257,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",258,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",259,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",260,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",261,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",262,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",263,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",264,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",265,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",266,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",267,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",268,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",269,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",270,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",271,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",272,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",273,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",274,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",275,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",276,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",277,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",278,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",279,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",280,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",281,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",282,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",283,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",284,"27"
"Indian Ocean, North Atlantic","Squalus glaucus",285,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",175,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",176,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",177,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",178,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",179,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",180,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",181,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",198,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",199,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",200,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",201,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",202,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",203,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",204,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",205,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",206,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",207,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",208,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",209,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",210,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",211,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",212,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",213,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",214,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",215,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",216,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",217,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",218,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",219,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",220,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",221,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",222,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",223,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",224,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",225,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",226,"21"
"Indian Ocean, North Atlantic","Carcharhinus macki",227,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",175,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",176,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",177,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",178,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",179,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",180,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",181,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",198,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",199,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",200,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",201,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",202,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",203,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",204,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",205,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",206,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",207,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",208,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",209,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",210,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",211,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",212,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",213,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",214,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",215,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",216,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",217,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",218,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",219,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",220,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",221,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",222,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",223,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",224,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",225,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",226,"21"
"Indian Ocean, North Atlantic","Isurus glaucus",227,"21"
"Indian Ocean, North Atlantic","Prionace glauca",175,"21"
"Indian Ocean, North Atlantic","Prionace glauca",176,"21"
"Indian Ocean, North Atlantic","Prionace glauca",177,"21"
"Indian Ocean, North Atlantic","Prionace glauca",178,"21"
"Indian Ocean, North Atlantic","Prionace glauca",179,"21"
"Indian Ocean, North Atlantic","Prionace glauca",180,"21"
"Indian Ocean, North Atlantic","Prionace glauca",181,"21"
"Indian Ocean, North Atlantic","Prionace glauca",198,"21"
"Indian Ocean, North Atlantic","Prionace glauca",199,"21"
"Indian Ocean, North Atlantic","Prionace glauca",200,"21"
"Indian Ocean, North Atlantic","Prionace glauca",201,"21"
"Indian Ocean, North Atlantic","Prionace glauca",202,"21"
"Indian Ocean, North Atlantic","Prionace glauca",203,"21"
"Indian Ocean, North Atlantic","Prionace glauca",204,"21"
"Indian Ocean, North Atlantic","Prionace glauca",205,"21"
"Indian Ocean, North Atlantic","Prionace glauca",206,"21"
"Indian Ocean, North Atlantic","Prionace glauca",207,"21"
"Indian Ocean, North Atlantic","Prionace glauca",208,"21"
"Indian Ocean, North Atlantic","Prionace glauca",209,"21"
"Indian Ocean, North Atlantic","Prionace glauca",210,"21"
"Indian Ocean, North Atlantic","Prionace glauca",211,"21"
"Indian Ocean, North Atlantic","Prionace glauca",212,"21"
"Indian Ocean, North Atlantic","Prionace glauca",213,"21"
"Indian Ocean, North Atlantic","Prionace glauca",214,"21"
"Indian Ocean, North Atlantic","Prionace glauca",215,"21"
"Indian Ocean, North Atlantic","Prionace glauca",216,"21"
"Indian Ocean, North Atlantic","Prionace glauca",217,"21"
"Indian Ocean, North Atlantic","Prionace glauca",218,"21"
"Indian Ocean, North Atlantic","Prionace glauca",219,"21"
"Indian Ocean, North Atlantic","Prionace glauca",220,"21"
"Indian Ocean, North Atlantic","Prionace glauca",221,"21"
"Indian Ocean, North Atlantic","Prionace glauca",222,"21"
"Indian Ocean, North Atlantic","Prionace glauca",223,"21"
"Indian Ocean, North Atlantic","Prionace glauca",224,"21"
"Indian Ocean, North Atlantic","Prionace glauca",225,"21"
