"region","specie","PID","major"
"Southern hemisphere","Thunnus sibi",116,"58"
"Southern hemisphere","Thunnus sibi",117,"58"
"Southern hemisphere","Thunnus sibi",118,"58"
"Southern hemisphere","Thunnus sibi",128,"58"
"Southern hemisphere","Thunnus sibi",131,"58"
"Southern hemisphere","Thunnus sibi",132,"58"
"Southern hemisphere","Thunnus sibi",169,"58"
"Southern hemisphere","Thunnus sibi",170,"58"
"Southern hemisphere","Thunnus sibi",171,"58"
"Southern hemisphere","Thunnus sibi",172,"58"
"Southern hemisphere","Galeocerdo cuvier",129,"48"
"Southern hemisphere","Galeocerdo cuvier",130,"48"
"Southern hemisphere","Galeocerdo cuvier",133,"48"
"Southern hemisphere","Galeocerdo cuvier",136,"48"
"Southern hemisphere","Galeocerdo cuvier",163,"48"
"Southern hemisphere","Galeocerdo cuvier",164,"48"
"Southern hemisphere","Galeus maculatus",129,"48"
"Southern hemisphere","Galeus maculatus",130,"48"
"Southern hemisphere","Galeus maculatus",133,"48"
"Southern hemisphere","Galeus maculatus",136,"48"
"Southern hemisphere","Galeus maculatus",163,"48"
"Southern hemisphere","Galeus maculatus",164,"48"
"Southern hemisphere","Squalus cuvier",129,"48"
"Southern hemisphere","Squalus cuvier",130,"48"
"Southern hemisphere","Squalus cuvier",133,"48"
"Southern hemisphere","Squalus cuvier",136,"48"
"Southern hemisphere","Squalus cuvier",163,"48"
"Southern hemisphere","Squalus cuvier",164,"48"
"Southern hemisphere","Thunnus obesus",129,"48"
"Southern hemisphere","Thunnus obesus",130,"48"
"Southern hemisphere","Thunnus obesus",133,"48"
"Southern hemisphere","Thunnus obesus",136,"48"
"Southern hemisphere","Thunnus obesus",163,"48"
"Southern hemisphere","Thunnus obesus",164,"48"
"Southern hemisphere","Thunnus sibi",129,"48"
"Southern hemisphere","Thunnus sibi",130,"48"
"Southern hemisphere","Thunnus sibi",133,"48"
"Southern hemisphere","Thunnus sibi",136,"48"
"Southern hemisphere","Thunnus sibi",163,"48"
"Southern hemisphere","Thunnus sibi",164,"48"
"Southern hemisphere","Galeocerdo cuvier",134,"88"
"Southern hemisphere","Galeocerdo cuvier",135,"88"
"Southern hemisphere","Galeocerdo cuvier",165,"88"
"Southern hemisphere","Galeocerdo cuvier",166,"88"
"Southern hemisphere","Galeus maculatus",134,"88"
"Southern hemisphere","Galeus maculatus",135,"88"
"Southern hemisphere","Galeus maculatus",165,"88"
"Southern hemisphere","Galeus maculatus",166,"88"
"Southern hemisphere","Squalus cuvier",134,"88"
"Southern hemisphere","Squalus cuvier",135,"88"
"Southern hemisphere","Squalus cuvier",165,"88"
"Southern hemisphere","Squalus cuvier",166,"88"
"Southern hemisphere","Thunnus obesus",134,"88"
"Southern hemisphere","Thunnus obesus",135,"88"
"Southern hemisphere","Thunnus obesus",165,"88"
"Southern hemisphere","Thunnus obesus",166,"88"
"Southern hemisphere","Thunnus sibi",134,"88"
"Southern hemisphere","Thunnus sibi",135,"88"
"Southern hemisphere","Thunnus sibi",165,"88"
"Southern hemisphere","Thunnus sibi",166,"88"
"Western Indian Ocean","Carcharhinus falciformis",22,"51"
"Western Indian Ocean","Carcharhinus falciformis",50,"51"
"Western Indian Ocean","Carcharhinus falciformis",72,"51"
"Western Indian Ocean","Carcharhinus falciformis",73,"51"
"Western Indian Ocean","Carcharhinus falciformis",75,"51"
"Western Indian Ocean","Carcharhinus falciformis",144,"51"
"Western Indian Ocean","Carcharhinus falciformis",145,"51"
"Western Indian Ocean","Carcharhinus falciformis",151,"51"
"Western Indian Ocean","Carcharhinus menissorrah",22,"51"
"Western Indian Ocean","Carcharhinus menissorrah",50,"51"
"Western Indian Ocean","Carcharhinus menissorrah",72,"51"
"Western Indian Ocean","Carcharhinus menissorrah",73,"51"
"Western Indian Ocean","Carcharhinus menissorrah",75,"51"
"Western Indian Ocean","Carcharhinus menissorrah",144,"51"
"Western Indian Ocean","Carcharhinus menissorrah",145,"51"
"Western Indian Ocean","Carcharhinus menissorrah",151,"51"
"Western Indian Ocean","Istiophorus audax",22,"51"
"Western Indian Ocean","Istiophorus audax",50,"51"
"Western Indian Ocean","Istiophorus audax",72,"51"
"Western Indian Ocean","Istiophorus audax",73,"51"
"Western Indian Ocean","Istiophorus audax",75,"51"
"Western Indian Ocean","Istiophorus audax",144,"51"
"Western Indian Ocean","Istiophorus audax",145,"51"
"Western Indian Ocean","Istiophorus audax",151,"51"
"Western Indian Ocean","Kajikia audax",22,"51"
"Western Indian Ocean","Kajikia audax",50,"51"
"Western Indian Ocean","Kajikia audax",72,"51"
"Western Indian Ocean","Kajikia audax",73,"51"
"Western Indian Ocean","Kajikia audax",75,"51"
"Western Indian Ocean","Kajikia audax",144,"51"
"Western Indian Ocean","Kajikia audax",145,"51"
"Western Indian Ocean","Kajikia audax",151,"51"
"Western Indian Ocean","Makaira zelandica",22,"51"
"Western Indian Ocean","Makaira zelandica",50,"51"
"Western Indian Ocean","Makaira zelandica",72,"51"
"Western Indian Ocean","Makaira zelandica",73,"51"
"Western Indian Ocean","Makaira zelandica",75,"51"
"Western Indian Ocean","Makaira zelandica",144,"51"
"Western Indian Ocean","Makaira zelandica",145,"51"
"Western Indian Ocean","Makaira zelandica",151,"51"
"Western Mediterranean","Boops boops",8,"37"
"Western Mediterranean","Boops boops",9,"37"
"Western Mediterranean","Boops boops",141,"37"
"Western Mediterranean","Diplodus vulgaris",8,"37"
"Western Mediterranean","Diplodus vulgaris",9,"37"
"Western Mediterranean","Diplodus vulgaris",141,"37"
"Western Mediterranean","Pagellus acarne",8,"37"
"Western Mediterranean","Pagellus acarne",9,"37"
"Western Mediterranean","Pagellus acarne",141,"37"
"Western Mediterranean","Pagellus acerna",8,"37"
"Western Mediterranean","Pagellus acerna",9,"37"
"Western Mediterranean","Pagellus acerna",141,"37"
"Western Mediterranean","Pagrus acarne",8,"37"
"Western Mediterranean","Pagrus acarne",9,"37"
"Western Mediterranean","Pagrus acarne",141,"37"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",229,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",231,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",229,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",231,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",184,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",230,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",184,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",230,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",185,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",228,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",185,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",228,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",189,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",189,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",190,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",190,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",191,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",191,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",187,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",187,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",186,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",186,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",72,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",72,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",73,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",73,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Schedophilus ovalis",75,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Seriolella amplus",75,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",229,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",231,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",229,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",231,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",184,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",230,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",184,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",230,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",185,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",228,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",185,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",228,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",189,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",189,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",190,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",190,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",191,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",191,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",187,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",187,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",186,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",186,"47"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",72,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",72,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",73,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",73,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe antarctica",75,"51"
"Atlantic and Indian Oceans seamounts off southern part of Africa","Hyperoglyphe porosa",75,"51"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",193,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",194,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",196,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",197,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",232,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",233,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Caranx trachurus",264,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",193,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",194,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",196,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",197,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",232,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",233,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Scomber trachurus",264,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",193,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",194,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",196,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",197,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",232,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",233,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus trachurus",264,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",193,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",194,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",196,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",197,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",232,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",233,"27"
"Bay of Biscay (Golfe de Gascogne, 1985-1990)","Trachurus vulgaris",264,"27"
"Cape Blanc","Dentex macrophthalmus",31,"34"
"Cape Blanc","Pagellus acarne",31,"34"
"Cape Blanc","Pagellus acerna",31,"34"
"Cape Blanc","Pagrus acarne",31,"34"
"Curacao","Cephalopholis cruentata",16,"31"
"Curacao","Cephalopholis cruentata",20,"31"
"Curacao","Cephalopholis cruentata",25,"31"
"Curacao","Cephalopholis cruentata",26,"31"
"Curacao","Cephalopholis cruentata",28,"31"
"Curacao","Cephalopholis cruentata",29,"31"
"Curacao","Cephalopholis cruentata",30,"31"
"Curacao","Cephalopholis cruentata",40,"31"
"Curacao","Cephalopholis cruentata",41,"31"
"Curacao","Cephalopholis cruentata",42,"31"
"Curacao","Cephalopholis cruentata",43,"31"
"Curacao","Cephalopholis cruentata",44,"31"
"Curacao","Cephalopholis cruentata",45,"31"
"Curacao","Cephalopholis cruentata",48,"31"
"Curacao","Cephalopholis cruentata",49,"31"
"Curacao","Cephalopholis cruentata",147,"31"
"Curacao","Cephalopholis cruentata",152,"31"
"Curacao","Cephalopholis cruentata",153,"31"
"Curacao","Cephalopholis cruentata",154,"31"
"Curacao","Cephalopholis cruentata",155,"31"
"Curacao","Cephalopholis cruentata",156,"31"
"Curacao","Cephalopholis cruentata",157,"31"
"Curacao","Cephalopholis cruentata",159,"31"
"Curacao","Cephalopholis cruentata",161,"31"
"Curacao","Cephalopholis cruentata",162,"31"
"Curacao","Cephalopholis cruentatus",16,"31"
"Curacao","Cephalopholis cruentatus",20,"31"
"Curacao","Cephalopholis cruentatus",25,"31"
"Curacao","Cephalopholis cruentatus",26,"31"
"Curacao","Cephalopholis cruentatus",28,"31"
"Curacao","Cephalopholis cruentatus",29,"31"
"Curacao","Cephalopholis cruentatus",30,"31"
"Curacao","Cephalopholis cruentatus",40,"31"
"Curacao","Cephalopholis cruentatus",41,"31"
"Curacao","Cephalopholis cruentatus",42,"31"
"Curacao","Cephalopholis cruentatus",43,"31"
"Curacao","Cephalopholis cruentatus",44,"31"
"Curacao","Cephalopholis cruentatus",45,"31"
"Curacao","Cephalopholis cruentatus",48,"31"
"Curacao","Cephalopholis cruentatus",49,"31"
"Curacao","Cephalopholis cruentatus",147,"31"
"Curacao","Cephalopholis cruentatus",152,"31"
"Curacao","Cephalopholis cruentatus",153,"31"
"Curacao","Cephalopholis cruentatus",154,"31"
"Curacao","Cephalopholis cruentatus",155,"31"
"Curacao","Cephalopholis cruentatus",156,"31"
"Curacao","Cephalopholis cruentatus",157,"31"
"Curacao","Cephalopholis cruentatus",159,"31"
"Curacao","Cephalopholis cruentatus",161,"31"
"Curacao","Cephalopholis cruentatus",162,"31"
"Curacao","Epinephelus cruentatus",16,"31"
"Curacao","Epinephelus cruentatus",20,"31"
"Curacao","Epinephelus cruentatus",25,"31"
"Curacao","Epinephelus cruentatus",26,"31"
"Curacao","Epinephelus cruentatus",28,"31"
"Curacao","Epinephelus cruentatus",29,"31"
"Curacao","Epinephelus cruentatus",30,"31"
"Curacao","Epinephelus cruentatus",40,"31"
"Curacao","Epinephelus cruentatus",41,"31"
"Curacao","Epinephelus cruentatus",42,"31"
"Curacao","Epinephelus cruentatus",43,"31"
"Curacao","Epinephelus cruentatus",44,"31"
"Curacao","Epinephelus cruentatus",45,"31"
"Curacao","Epinephelus cruentatus",48,"31"
"Curacao","Epinephelus cruentatus",49,"31"
"Curacao","Epinephelus cruentatus",147,"31"
"Curacao","Epinephelus cruentatus",152,"31"
"Curacao","Epinephelus cruentatus",153,"31"
"Curacao","Epinephelus cruentatus",154,"31"
"Curacao","Epinephelus cruentatus",155,"31"
"Curacao","Epinephelus cruentatus",156,"31"
"Curacao","Epinephelus cruentatus",157,"31"
"Curacao","Epinephelus cruentatus",159,"31"
"Curacao","Epinephelus cruentatus",161,"31"
"Curacao","Epinephelus cruentatus",162,"31"
"Curacao","Serranus nigriculus",16,"31"
"Curacao","Serranus nigriculus",20,"31"
"Curacao","Serranus nigriculus",25,"31"
"Curacao","Serranus nigriculus",26,"31"
"Curacao","Serranus nigriculus",28,"31"
"Curacao","Serranus nigriculus",29,"31"
"Curacao","Serranus nigriculus",30,"31"
"Curacao","Serranus nigriculus",40,"31"
"Curacao","Serranus nigriculus",41,"31"
"Curacao","Serranus nigriculus",42,"31"
"Curacao","Serranus nigriculus",43,"31"
"Curacao","Serranus nigriculus",44,"31"
"Curacao","Serranus nigriculus",45,"31"
"Curacao","Serranus nigriculus",48,"31"
"Curacao","Serranus nigriculus",49,"31"
"Curacao","Serranus nigriculus",147,"31"
"Curacao","Serranus nigriculus",152,"31"
"Curacao","Serranus nigriculus",153,"31"
"Curacao","Serranus nigriculus",154,"31"
"Curacao","Serranus nigriculus",155,"31"
"Curacao","Serranus nigriculus",156,"31"
"Curacao","Serranus nigriculus",157,"31"
"Curacao","Serranus nigriculus",159,"31"
"Curacao","Serranus nigriculus",161,"31"
"Curacao","Serranus nigriculus",162,"31"
"English Channel","Clupea harengus membras",269,"27"
"English Channel","Clupea harengus",269,"27"
"English Channel","Serranus cabrilla",269,"27"
"English Channel","Serranus knysnaensis",269,"27"
"English Channel","Clupea harengus membras",268,"27"
"English Channel","Clupea harengus",268,"27"
"English Channel","Serranus cabrilla",268,"27"
"English Channel","Serranus knysnaensis",268,"27"
"English Channel & North Sea, 1974","Caranx trachurus",242,"27"
"English Channel & North Sea, 1974","Caranx trachurus",248,"27"
"English Channel & North Sea, 1974","Caranx trachurus",274,"27"
"English Channel & North Sea, 1974","Scomber trachurus",242,"27"
"English Channel & North Sea, 1974","Scomber trachurus",248,"27"
"English Channel & North Sea, 1974","Scomber trachurus",274,"27"
"English Channel & North Sea, 1974","Trachurus trachurus",242,"27"
"English Channel & North Sea, 1974","Trachurus trachurus",248,"27"
"English Channel & North Sea, 1974","Trachurus trachurus",274,"27"
"English Channel & North Sea, 1974","Trachurus vulgaris",242,"27"
"English Channel & North Sea, 1974","Trachurus vulgaris",248,"27"
"English Channel & North Sea, 1974","Trachurus vulgaris",274,"27"
"English Channel & North Sea, 1974","Caranx trachurus",269,"27"
"English Channel & North Sea, 1974","Scomber trachurus",269,"27"
"English Channel & North Sea, 1974","Trachurus trachurus",269,"27"
"English Channel & North Sea, 1974","Trachurus vulgaris",269,"27"
"English Channel & North Sea, 1974","Caranx trachurus",268,"27"
"English Channel & North Sea, 1974","Scomber trachurus",268,"27"
"English Channel & North Sea, 1974","Trachurus trachurus",268,"27"
"English Channel & North Sea, 1974","Trachurus vulgaris",268,"27"
"Galapagos Is.","Mycteroperca olfax ruberrima",62,"87"
"Galapagos Is.","Serranus olfax",62,"87"
"Galapagos Is.","Sphyrna zygaena",62,"87"
"Galapagos Is.","Squalus zygaena",62,"87"
"Gulf of Aden","Lethrinus nebulosus",144,"51"
"Gulf of Aden","Lethrinus scoparius",144,"51"
"Gulf of Aden","Lutjanus lutjanus",144,"51"
"Gulf of Aden","Serranus nouleny",144,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",22,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",50,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",72,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",73,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",75,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",144,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",145,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",151,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",22,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",50,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",72,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",73,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",75,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",144,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",145,"51"
"Indian Ocean, North Atlantic","Isurus glaucus",151,"51"
"Indian Ocean, North Atlantic","Prionace glauca",22,"51"
"Indian Ocean, North Atlantic","Prionace glauca",50,"51"
"Indian Ocean, North Atlantic","Prionace glauca",72,"51"
"Indian Ocean, North Atlantic","Prionace glauca",73,"51"
"Indian Ocean, North Atlantic","Prionace glauca",75,"51"
"Indian Ocean, North Atlantic","Prionace glauca",144,"51"
"Indian Ocean, North Atlantic","Prionace glauca",145,"51"
"Indian Ocean, North Atlantic","Prionace glauca",151,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",22,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",50,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",72,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",73,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",75,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",144,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",145,"51"
"Indian Ocean, North Atlantic","Squalus glaucus",151,"51"
"Indian Ocean, North Atlantic","Carcharhinus macki",23,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",59,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",76,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",79,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",88,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",106,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",150,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",23,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",59,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",76,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",79,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",88,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",106,"57"
"Indian Ocean, North Atlantic","Isurus glaucus",150,"57"
"Indian Ocean, North Atlantic","Prionace glauca",23,"57"
"Indian Ocean, North Atlantic","Prionace glauca",59,"57"
"Indian Ocean, North Atlantic","Prionace glauca",76,"57"
"Indian Ocean, North Atlantic","Prionace glauca",79,"57"
"Indian Ocean, North Atlantic","Prionace glauca",88,"57"
"Indian Ocean, North Atlantic","Prionace glauca",106,"57"
"Indian Ocean, North Atlantic","Prionace glauca",150,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",23,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",59,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",76,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",79,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",88,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",106,"57"
"Indian Ocean, North Atlantic","Squalus glaucus",150,"57"
"Indian Ocean, North Atlantic","Carcharhinus macki",10,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",124,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",125,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",126,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",127,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",192,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",193,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",194,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",195,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",196,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",197,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",232,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",233,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",234,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",235,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",236,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",237,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",238,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",239,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",240,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",241,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",242,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",243,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",244,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",245,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",246,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",247,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",248,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",249,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",250,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",251,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",252,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",253,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",254,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",255,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",256,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",257,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",258,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",259,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",260,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",261,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",262,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",263,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",264,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",265,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",266,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",267,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",268,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",269,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",270,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",271,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",272,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",273,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",274,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",275,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",276,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",277,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",278,"27"
"Indian Ocean, North Atlantic","Carcharhinus macki",279,"27"
