"region","specie","eez","major"
"Mediterranean","Scomber quadripunctatus",229,"37"
"Mediterranean","Scomber quadripunctatus",46,"37"
"Mediterranean","Scomber quadripunctatus",64,"37"
"Mediterranean","Scomber quadripunctatus",45,"37"
"Mediterranean","Scomber quadripunctatus",230,"37"
"Mediterranean","Scomber sypterus",138,"37"
"Mediterranean","Scomber sypterus",219,"37"
"Mediterranean","Scomber sypterus",225,"37"
"Mediterranean","Scomber sypterus",229,"37"
"Mediterranean","Scomber sypterus",46,"37"
"Mediterranean","Scomber sypterus",64,"37"
"Mediterranean","Scomber sypterus",45,"37"
"Mediterranean","Scomber sypterus",230,"37"
"Mediterranean","Scomber unicolor",138,"37"
"Mediterranean","Scomber unicolor",219,"37"
"Mediterranean","Scomber unicolor",225,"37"
"Mediterranean","Scomber unicolor",229,"37"
"Mediterranean","Scomber unicolor",46,"37"
"Mediterranean","Scomber unicolor",64,"37"
"Mediterranean","Scomber unicolor",45,"37"
"Mediterranean","Scomber unicolor",230,"37"
"Mediterranean","Scophthalmus rhombus",138,"37"
"Mediterranean","Scophthalmus rhombus",219,"37"
"Mediterranean","Scophthalmus rhombus",225,"37"
"Mediterranean","Scophthalmus rhombus",229,"37"
"Mediterranean","Scophthalmus rhombus",46,"37"
"Mediterranean","Scophthalmus rhombus",64,"37"
"Mediterranean","Scophthalmus rhombus",45,"37"
"Mediterranean","Scophthalmus rhombus",230,"37"
"Mediterranean","Scorpaena dactyloptera",138,"37"
"Mediterranean","Scorpaena dactyloptera",219,"37"
"Mediterranean","Scorpaena dactyloptera",225,"37"
"Mediterranean","Scorpaena dactyloptera",229,"37"
"Mediterranean","Scorpaena dactyloptera",46,"37"
"Mediterranean","Scorpaena dactyloptera",64,"37"
"Mediterranean","Scorpaena dactyloptera",45,"37"
"Mediterranean","Scorpaena dactyloptera",230,"37"
"Mediterranean","Sebastes maculatus",138,"37"
"Mediterranean","Sebastes maculatus",219,"37"
"Mediterranean","Sebastes maculatus",225,"37"
"Mediterranean","Sebastes maculatus",229,"37"
"Mediterranean","Sebastes maculatus",46,"37"
"Mediterranean","Sebastes maculatus",64,"37"
"Mediterranean","Sebastes maculatus",45,"37"
"Mediterranean","Sebastes maculatus",230,"37"
"Mediterranean","Serranus cabrilla",138,"37"
"Mediterranean","Serranus cabrilla",219,"37"
"Mediterranean","Serranus cabrilla",225,"37"
"Mediterranean","Serranus cabrilla",229,"37"
"Mediterranean","Serranus cabrilla",46,"37"
"Mediterranean","Serranus cabrilla",64,"37"
"Mediterranean","Serranus cabrilla",45,"37"
"Mediterranean","Serranus cabrilla",230,"37"
"Mediterranean","Serranus hepatus",138,"37"
"Mediterranean","Serranus hepatus",219,"37"
"Mediterranean","Serranus hepatus",225,"37"
"Mediterranean","Serranus hepatus",229,"37"
"Mediterranean","Serranus hepatus",46,"37"
"Mediterranean","Serranus hepatus",64,"37"
"Mediterranean","Serranus hepatus",45,"37"
"Mediterranean","Serranus hepatus",230,"37"
"Mediterranean","Serranus knysnaensis",138,"37"
"Mediterranean","Serranus knysnaensis",219,"37"
"Mediterranean","Serranus knysnaensis",225,"37"
"Mediterranean","Serranus knysnaensis",229,"37"
"Mediterranean","Serranus knysnaensis",46,"37"
"Mediterranean","Serranus knysnaensis",64,"37"
"Mediterranean","Serranus knysnaensis",45,"37"
"Mediterranean","Serranus knysnaensis",230,"37"
"Mediterranean","Serranus scriba",138,"37"
"Mediterranean","Serranus scriba",219,"37"
"Mediterranean","Serranus scriba",225,"37"
"Mediterranean","Serranus scriba",229,"37"
"Mediterranean","Serranus scriba",46,"37"
"Mediterranean","Serranus scriba",64,"37"
"Mediterranean","Serranus scriba",45,"37"
"Mediterranean","Serranus scriba",230,"37"
"Mediterranean","Solea lutea",138,"37"
"Mediterranean","Solea lutea",219,"37"
"Mediterranean","Solea lutea",225,"37"
"Mediterranean","Solea lutea",229,"37"
"Mediterranean","Solea lutea",46,"37"
"Mediterranean","Solea lutea",64,"37"
"Mediterranean","Solea lutea",45,"37"
"Mediterranean","Solea lutea",230,"37"
"Mediterranean","Solea solea",138,"37"
"Mediterranean","Solea solea",219,"37"
"Mediterranean","Solea solea",225,"37"
"Mediterranean","Solea solea",229,"37"
"Mediterranean","Solea solea",46,"37"
"Mediterranean","Solea solea",64,"37"
"Mediterranean","Solea solea",45,"37"
"Mediterranean","Solea solea",230,"37"
"Mediterranean","Solea vulgaris vulgaris",138,"37"
"Mediterranean","Solea vulgaris vulgaris",219,"37"
"Mediterranean","Solea vulgaris vulgaris",225,"37"
"Mediterranean","Solea vulgaris vulgaris",229,"37"
"Mediterranean","Solea vulgaris vulgaris",46,"37"
"Mediterranean","Solea vulgaris vulgaris",64,"37"
"Mediterranean","Solea vulgaris vulgaris",45,"37"
"Mediterranean","Solea vulgaris vulgaris",230,"37"
"Mediterranean","Thunnus alalunga",138,"37"
"Mediterranean","Thunnus alalunga",219,"37"
"Mediterranean","Thunnus alalunga",225,"37"
"Mediterranean","Thunnus alalunga",229,"37"
"Mediterranean","Thunnus alalunga",46,"37"
"Mediterranean","Thunnus alalunga",64,"37"
"Mediterranean","Thunnus alalunga",45,"37"
"Mediterranean","Thunnus alalunga",230,"37"
"Mediterranean","Thunnus pacificus",138,"37"
"Mediterranean","Thunnus pacificus",219,"37"
"Mediterranean","Thunnus pacificus",225,"37"
"Mediterranean","Thunnus pacificus",229,"37"
"Mediterranean","Thunnus pacificus",46,"37"
"Mediterranean","Thunnus pacificus",64,"37"
"Mediterranean","Thunnus pacificus",45,"37"
"Mediterranean","Thunnus pacificus",230,"37"
"Mediterranean","Trichiurus lepturus",138,"37"
"Mediterranean","Trichiurus lepturus",219,"37"
"Mediterranean","Trichiurus lepturus",225,"37"
"Mediterranean","Trichiurus lepturus",229,"37"
"Mediterranean","Trichiurus lepturus",46,"37"
"Mediterranean","Trichiurus lepturus",64,"37"
"Mediterranean","Trichiurus lepturus",45,"37"
"Mediterranean","Trichiurus lepturus",230,"37"
"Mediterranean","Trichiurus nitens",138,"37"
"Mediterranean","Trichiurus nitens",219,"37"
"Mediterranean","Trichiurus nitens",225,"37"
"Mediterranean","Trichiurus nitens",229,"37"
"Mediterranean","Trichiurus nitens",46,"37"
"Mediterranean","Trichiurus nitens",64,"37"
"Mediterranean","Trichiurus nitens",45,"37"
"Mediterranean","Trichiurus nitens",230,"37"
"Mediterranean","Trisopterus luscus",138,"37"
"Mediterranean","Trisopterus luscus",219,"37"
"Mediterranean","Trisopterus luscus",225,"37"
"Mediterranean","Trisopterus luscus",229,"37"
"Mediterranean","Trisopterus luscus",46,"37"
"Mediterranean","Trisopterus luscus",64,"37"
"Mediterranean","Trisopterus luscus",45,"37"
"Mediterranean","Trisopterus luscus",230,"37"
"Mediterranean","Trisopterus minutus",138,"37"
"Mediterranean","Trisopterus minutus",219,"37"
"Mediterranean","Trisopterus minutus",225,"37"
"Mediterranean","Trisopterus minutus",229,"37"
"Mediterranean","Trisopterus minutus",46,"37"
"Mediterranean","Trisopterus minutus",64,"37"
"Mediterranean","Trisopterus minutus",45,"37"
"Mediterranean","Trisopterus minutus",230,"37"
"Mediterranean","Uranoscopus micropterygius",138,"37"
"Mediterranean","Uranoscopus micropterygius",219,"37"
"Mediterranean","Uranoscopus micropterygius",225,"37"
"Mediterranean","Uranoscopus micropterygius",229,"37"
"Mediterranean","Uranoscopus micropterygius",46,"37"
"Mediterranean","Uranoscopus micropterygius",64,"37"
"Mediterranean","Uranoscopus micropterygius",45,"37"
"Mediterranean","Uranoscopus micropterygius",230,"37"
"Mediterranean","Uranoscopus scaber",138,"37"
"Mediterranean","Uranoscopus scaber",219,"37"
"Mediterranean","Uranoscopus scaber",225,"37"
"Mediterranean","Uranoscopus scaber",229,"37"
"Mediterranean","Uranoscopus scaber",46,"37"
"Mediterranean","Uranoscopus scaber",64,"37"
"Mediterranean","Uranoscopus scaber",45,"37"
"Mediterranean","Uranoscopus scaber",230,"37"
"Mediterranean","Xiphias gladius",138,"37"
"Mediterranean","Xiphias gladius",219,"37"
"Mediterranean","Xiphias gladius",225,"37"
"Mediterranean","Xiphias gladius",229,"37"
"Mediterranean","Xiphias gladius",46,"37"
"Mediterranean","Xiphias gladius",64,"37"
"Mediterranean","Xiphias gladius",45,"37"
"Mediterranean","Xiphias gladius",230,"37"
"Mediterranean","Xyrichtys novacula",138,"37"
"Mediterranean","Xyrichtys novacula",219,"37"
"Mediterranean","Xyrichtys novacula",225,"37"
"Mediterranean","Xyrichtys novacula",229,"37"
"Mediterranean","Xyrichtys novacula",46,"37"
"Mediterranean","Xyrichtys novacula",64,"37"
"Mediterranean","Xyrichtys novacula",45,"37"
"Mediterranean","Xyrichtys novacula",230,"37"
"Mediterranean","Acanthocybium solandri",63,"37"
"Mediterranean","Acanthocybium solandri",139,"37"
"Mediterranean","Acanthocybium solandri",140,"37"
"Mediterranean","Acanthocybium solandri",178,"37"
"Mediterranean","Acanthocybium solandri",232,"37"
"Mediterranean","Acanthocybium solandri",50,"37"
"Mediterranean","Acanthocybium solandri",51,"37"
"Mediterranean","Acanthocybium solandri",61,"37"
"Mediterranean","Atherina boyeri",63,"37"
"Mediterranean","Atherina boyeri",139,"37"
"Mediterranean","Atherina boyeri",140,"37"
"Mediterranean","Atherina boyeri",178,"37"
"Mediterranean","Atherina boyeri",232,"37"
"Mediterranean","Atherina boyeri",50,"37"
"Mediterranean","Atherina boyeri",51,"37"
"Mediterranean","Atherina boyeri",61,"37"
"Mediterranean","Brama brama",63,"37"
"Mediterranean","Brama brama",139,"37"
"Mediterranean","Brama brama",140,"37"
"Mediterranean","Brama brama",178,"37"
"Mediterranean","Brama brama",232,"37"
"Mediterranean","Brama brama",50,"37"
"Mediterranean","Brama brama",51,"37"
"Mediterranean","Brama brama",61,"37"
"Mediterranean","Capros aper",63,"37"
"Mediterranean","Capros aper",139,"37"
"Mediterranean","Capros aper",140,"37"
"Mediterranean","Capros aper",178,"37"
"Mediterranean","Capros aper",232,"37"
"Mediterranean","Capros aper",50,"37"
"Mediterranean","Capros aper",51,"37"
"Mediterranean","Capros aper",61,"37"
"Mediterranean","Centropomus mullus",63,"37"
"Mediterranean","Centropomus mullus",139,"37"
"Mediterranean","Centropomus mullus",140,"37"
"Mediterranean","Centropomus mullus",178,"37"
"Mediterranean","Centropomus mullus",232,"37"
"Mediterranean","Centropomus mullus",50,"37"
"Mediterranean","Centropomus mullus",51,"37"
"Mediterranean","Centropomus mullus",61,"37"
"Mediterranean","Centropomus rubens",63,"37"
"Mediterranean","Centropomus rubens",139,"37"
"Mediterranean","Centropomus rubens",140,"37"
"Mediterranean","Centropomus rubens",178,"37"
"Mediterranean","Centropomus rubens",232,"37"
"Mediterranean","Centropomus rubens",50,"37"
"Mediterranean","Centropomus rubens",51,"37"
"Mediterranean","Centropomus rubens",61,"37"
"Mediterranean","Cepola macrophthalma",63,"37"
"Mediterranean","Cepola macrophthalma",139,"37"
"Mediterranean","Cepola macrophthalma",140,"37"
"Mediterranean","Cepola macrophthalma",178,"37"
"Mediterranean","Cepola macrophthalma",232,"37"
"Mediterranean","Cepola macrophthalma",50,"37"
"Mediterranean","Cepola macrophthalma",51,"37"
"Mediterranean","Cepola macrophthalma",61,"37"
"Mediterranean","Chimaera monstrosa",63,"37"
"Mediterranean","Chimaera monstrosa",139,"37"
"Mediterranean","Chimaera monstrosa",140,"37"
"Mediterranean","Chimaera monstrosa",178,"37"
"Mediterranean","Chimaera monstrosa",232,"37"
"Mediterranean","Chimaera monstrosa",50,"37"
"Mediterranean","Chimaera monstrosa",51,"37"
"Mediterranean","Chimaera monstrosa",61,"37"
"Mediterranean","Coryphaena psittacus",63,"37"
"Mediterranean","Coryphaena psittacus",139,"37"
"Mediterranean","Coryphaena psittacus",140,"37"
"Mediterranean","Coryphaena psittacus",178,"37"
"Mediterranean","Coryphaena psittacus",232,"37"
"Mediterranean","Coryphaena psittacus",50,"37"
"Mediterranean","Coryphaena psittacus",51,"37"
"Mediterranean","Coryphaena psittacus",61,"37"
"Mediterranean","Cypselurus polyethmus",63,"37"
"Mediterranean","Cypselurus polyethmus",139,"37"
"Mediterranean","Cypselurus polyethmus",140,"37"
"Mediterranean","Cypselurus polyethmus",178,"37"
"Mediterranean","Cypselurus polyethmus",232,"37"
"Mediterranean","Cypselurus polyethmus",50,"37"
"Mediterranean","Cypselurus polyethmus",51,"37"
"Mediterranean","Cypselurus polyethmus",61,"37"
"Mediterranean","Dentex dentex",63,"37"
"Mediterranean","Dentex dentex",139,"37"
"Mediterranean","Dentex dentex",140,"37"
"Mediterranean","Dentex dentex",178,"37"
"Mediterranean","Dentex dentex",232,"37"
"Mediterranean","Dentex dentex",50,"37"
"Mediterranean","Dentex dentex",51,"37"
"Mediterranean","Dentex dentex",61,"37"
"Mediterranean","Dentex gibbosus",63,"37"
"Mediterranean","Dentex gibbosus",139,"37"
"Mediterranean","Dentex gibbosus",140,"37"
"Mediterranean","Dentex gibbosus",178,"37"
"Mediterranean","Dentex gibbosus",232,"37"
"Mediterranean","Dentex gibbosus",50,"37"
"Mediterranean","Dentex gibbosus",51,"37"
"Mediterranean","Dentex gibbosus",61,"37"
"Mediterranean","Dentex maroccanus",63,"37"
"Mediterranean","Dentex maroccanus",139,"37"
"Mediterranean","Dentex maroccanus",140,"37"
"Mediterranean","Dentex maroccanus",178,"37"
"Mediterranean","Dentex maroccanus",232,"37"
"Mediterranean","Dentex maroccanus",50,"37"
"Mediterranean","Dentex maroccanus",51,"37"
"Mediterranean","Dentex maroccanus",61,"37"
"Mediterranean","Dentex parvulus",63,"37"
"Mediterranean","Dentex parvulus",139,"37"
"Mediterranean","Dentex parvulus",140,"37"
"Mediterranean","Dentex parvulus",178,"37"
"Mediterranean","Dentex parvulus",232,"37"
"Mediterranean","Dentex parvulus",50,"37"
"Mediterranean","Dentex parvulus",51,"37"
"Mediterranean","Dentex parvulus",61,"37"
"Mediterranean","Dentex vulgaris",63,"37"
"Mediterranean","Dentex vulgaris",139,"37"
"Mediterranean","Dentex vulgaris",140,"37"
"Mediterranean","Dentex vulgaris",178,"37"
"Mediterranean","Dentex vulgaris",232,"37"
"Mediterranean","Dentex vulgaris",50,"37"
"Mediterranean","Dentex vulgaris",51,"37"
"Mediterranean","Dentex vulgaris",61,"37"
"Mediterranean","Dicentrarchus labrax",63,"37"
"Mediterranean","Dicentrarchus labrax",139,"37"
"Mediterranean","Dicentrarchus labrax",140,"37"
"Mediterranean","Dicentrarchus labrax",178,"37"
"Mediterranean","Dicentrarchus labrax",232,"37"
"Mediterranean","Dicentrarchus labrax",50,"37"
"Mediterranean","Dicentrarchus labrax",51,"37"
"Mediterranean","Dicentrarchus labrax",61,"37"
"Mediterranean","Dicentrarchus lupus",63,"37"
"Mediterranean","Dicentrarchus lupus",139,"37"
"Mediterranean","Dicentrarchus lupus",140,"37"
"Mediterranean","Dicentrarchus lupus",178,"37"
"Mediterranean","Dicentrarchus lupus",232,"37"
"Mediterranean","Dicentrarchus lupus",50,"37"
"Mediterranean","Dicentrarchus lupus",51,"37"
"Mediterranean","Dicentrarchus lupus",61,"37"
"Mediterranean","Dicentrarchus punctatus",63,"37"
"Mediterranean","Dicentrarchus punctatus",139,"37"
"Mediterranean","Dicentrarchus punctatus",140,"37"
"Mediterranean","Dicentrarchus punctatus",178,"37"
"Mediterranean","Dicentrarchus punctatus",232,"37"
"Mediterranean","Dicentrarchus punctatus",50,"37"
"Mediterranean","Dicentrarchus punctatus",51,"37"
"Mediterranean","Dicentrarchus punctatus",61,"37"
"Mediterranean","Epigonus denticulatus",63,"37"
"Mediterranean","Epigonus denticulatus",139,"37"
"Mediterranean","Epigonus denticulatus",140,"37"
"Mediterranean","Epigonus denticulatus",178,"37"
"Mediterranean","Epigonus denticulatus",232,"37"
"Mediterranean","Epigonus denticulatus",50,"37"
"Mediterranean","Epigonus denticulatus",51,"37"
"Mediterranean","Epigonus denticulatus",61,"37"
"Mediterranean","Euthynnus alletteratus",63,"37"
"Mediterranean","Euthynnus alletteratus",139,"37"
"Mediterranean","Euthynnus alletteratus",140,"37"
"Mediterranean","Euthynnus alletteratus",178,"37"
"Mediterranean","Euthynnus alletteratus",232,"37"
"Mediterranean","Euthynnus alletteratus",50,"37"
"Mediterranean","Euthynnus alletteratus",51,"37"
"Mediterranean","Euthynnus alletteratus",61,"37"
"Mediterranean","Gaidropsarus megalokynodon",63,"37"
"Mediterranean","Gaidropsarus megalokynodon",139,"37"
"Mediterranean","Gaidropsarus megalokynodon",140,"37"
"Mediterranean","Gaidropsarus megalokynodon",178,"37"
"Mediterranean","Gaidropsarus megalokynodon",232,"37"
"Mediterranean","Gaidropsarus megalokynodon",50,"37"
"Mediterranean","Gaidropsarus megalokynodon",51,"37"
"Mediterranean","Gaidropsarus megalokynodon",61,"37"
"Mediterranean","Gaidropsarus vulgaris",63,"37"
"Mediterranean","Gaidropsarus vulgaris",139,"37"
"Mediterranean","Gaidropsarus vulgaris",140,"37"
"Mediterranean","Gaidropsarus vulgaris",178,"37"
"Mediterranean","Gaidropsarus vulgaris",232,"37"
"Mediterranean","Gaidropsarus vulgaris",50,"37"
"Mediterranean","Gaidropsarus vulgaris",51,"37"
"Mediterranean","Gaidropsarus vulgaris",61,"37"
"Mediterranean","Helicolenus dactylopterus",63,"37"
"Mediterranean","Helicolenus dactylopterus",139,"37"
"Mediterranean","Helicolenus dactylopterus",140,"37"
"Mediterranean","Helicolenus dactylopterus",178,"37"
"Mediterranean","Helicolenus dactylopterus",232,"37"
"Mediterranean","Helicolenus dactylopterus",50,"37"
"Mediterranean","Helicolenus dactylopterus",51,"37"
"Mediterranean","Helicolenus dactylopterus",61,"37"
"Mediterranean","Leiognathus mediterraneus",63,"37"
"Mediterranean","Leiognathus mediterraneus",139,"37"
"Mediterranean","Leiognathus mediterraneus",140,"37"
"Mediterranean","Leiognathus mediterraneus",178,"37"
"Mediterranean","Leiognathus mediterraneus",232,"37"
"Mediterranean","Leiognathus mediterraneus",50,"37"
"Mediterranean","Leiognathus mediterraneus",51,"37"
"Mediterranean","Leiognathus mediterraneus",61,"37"
"Mediterranean","Lutjanus roissali",63,"37"
"Mediterranean","Lutjanus roissali",139,"37"
"Mediterranean","Lutjanus roissali",140,"37"
"Mediterranean","Lutjanus roissali",178,"37"
"Mediterranean","Lutjanus roissali",232,"37"
"Mediterranean","Lutjanus roissali",50,"37"
"Mediterranean","Lutjanus roissali",51,"37"
"Mediterranean","Lutjanus roissali",61,"37"
"Mediterranean","Merlangius merlangus",63,"37"
"Mediterranean","Merlangius merlangus",139,"37"
"Mediterranean","Merlangius merlangus",140,"37"
"Mediterranean","Merlangius merlangus",178,"37"
"Mediterranean","Merlangius merlangus",232,"37"
